id;ime_gore;drzava;gorovje;visina;vrsta;ogledi;stevilo_slik;stevilo_poti;stevilo_gps_sledi;vpisna_knjiga;sirina;dolzina;priljubljenost_pct;mesto
285;Kotovo sedlo;Slovenija;Julijske Alpe;2134;sedlo;489335;2;2;2;;46.4304;13.68128;90;386
286;Dom v Tamarju;Slovenija;Julijske Alpe;1108;koča,planina,cerkev;714522;10;3;0;22;46.44605;13.7134;97;96
288;Vodotočno jezero (Veža);Slovenija;Kamniško Savinjske Alpe;1850;jezero,planina;489018;9;4;0;;46.34689;14.65578;90;388
289;Konj;Slovenija;Kamniško Savinjske Alpe;1803;vrh;693485;10;4;3;3;46.33081;14.63766;97;110
290;Slatnik (severozahodni vrh);Slovenija;Julijske Alpe;1609;vrh;469020;9;5;0;4;46.23708;13.99341;88;443
291;Vrh Razora;Slovenija;Julijske Alpe;1893;vrh;398754;4;3;0;;46.37598;13.91362;83;669
292;Planina pod Mišelj vrhom;Slovenija;Julijske Alpe;1645;jezero,planina;391351;11;7;1;;46.34973;13.84596;82;693
293;Škrbina;Avstrija, Slovenija;Karavanke;1869;sedlo;381257;3;1;0;3;46.43787;14.35514;81;721
294;Koča na planini Preval-a;Slovenija;Karavanke;1311;koča,planina;915624;8;4;0;19;46.41014;14.2434;99;40
295;Veliki vrh;Slovenija;Kamniško Savinjske Alpe;1742;vrh;489745;6;1;11;2;46.37237;14.4974;90;384
296;Tolsta Košuta - Vzhodni vrh;Avstrija, Slovenija;Karavanke;2057;vrh;465878;7;1;0;7;46.44703;14.42951;88;453
297;Planina Zgornja Dolga njiva;Slovenija;Karavanke;1580;planina;369921;2;2;0;2;46.44029;14.43179;80;761
298;Planina Spodnja Dolga njiva;Slovenija;Karavanke;1400;koča,planina;538172;8;4;0;5;46.43838;14.41601;93;276
299;Sveta Uršula (Setnica);Slovenija;Polhograjsko hribovje in Ljubljana;700;cerkev;295710;8;2;0;2;46.07895;14.32481;73;1038
300;Plešivec;Avstrija, Slovenija;Karavanke;1801;vrh;491004;13;3;3;1;46.43399;14.4313;90;379
301;Mala Košuta;Slovenija;Karavanke;1740;vrh;394649;5;2;0;2;46.44293;14.43825;82;685
302;Peč (Tromeja);Avstrija, Italija, Slovenija;Karavanke;1508;vrh;696897;13;11;1;10;46.52283;13.71413;97;107
303;Dom na Tromeji;Slovenija;Karavanke;1145;koča;492319;4;2;0;;46.51574;13.71901;90;376
304;Deska (Veža);Slovenija;Kamniško Savinjske Alpe;1970;vrh;424366;5;4;0;;46.34525;14.66027;85;583
305;Tolsti vrh (Veža);Slovenija;Kamniško Savinjske Alpe;1985;vrh;458874;8;4;0;2;46.34915;14.66186;88;473
306;Planina Podvežak;Slovenija;Kamniško Savinjske Alpe;1564;planina;428969;4;2;0;2;46.33742;14.67525;85;564
307;Ljubljanski grad;Slovenija;Polhograjsko hribovje in Ljubljana;376;vrh,koča;472306;10;5;3;18;46.04867;14.50841;89;433
308;Vrtaška planina;Slovenija;Julijske Alpe;1462;bivak,planina;433010;13;2;0;1;46.45333;13.9042;86;551
309;Prešernova koča na Stolu;Slovenija;Karavanke;2174;vrh,koča;568002;10;14;1;26;46.43136;14.17495;94;232
310;Rodica;Slovenija;Julijske Alpe;1966;vrh;754743;9;10;6;12;46.22774;13.86519;98;80
311;Planina Suha;Slovenija;Julijske Alpe;1385;planina;400055;8;5;0;1;46.24169;13.85591;83;664
312;Šišenski hrib (Rožnik);Slovenija;Polhograjsko hribovje in Ljubljana;429;vrh;445838;3;3;2;87;46.06014;14.48803;86;518
313;Cankarjev vrh (Rožnik);Slovenija;Polhograjsko hribovje in Ljubljana;394;vrh,koča,cerkev;558136;9;4;2;152;46.05492;14.47719;94;244
314;Virnikov Grintovec;Avstrija, Slovenija;Karavanke;1654;vrh;606871;15;6;2;8;46.41349;14.47887;96;169
315;Tolsta Košuta - Zahodni vrh;Avstrija, Slovenija;Karavanke;2039;vrh;474770;4;1;0;3;46.44618;14.42618;89;427
316;Vrh Korena;Slovenija;Kamniško Savinjske Alpe;1999;vrh;652312;3;9;2;12;46.31504;14.5542;97;131
317;Planina Koren;Slovenija;Kamniško Savinjske Alpe;1675;planina;454776;6;4;0;4;46.30716;14.54786;87;482
318;Kalški greben;Slovenija;Kamniško Savinjske Alpe;2224;vrh;730216;5;13;7;10;46.33165;14.5378;98;89
319;Kompotela;Slovenija;Kamniško Savinjske Alpe;1989;vrh;694782;4;3;2;9;46.31522;14.56246;97;108
320;Mokrica;Slovenija;Kamniško Savinjske Alpe;1853;vrh;477213;3;4;2;2;46.31567;14.57027;89;417
321;Visoka Vrbanova špica;Slovenija;Julijske Alpe;2408;vrh;599022;11;7;2;5;46.39132;13.86163;95;179
322;Koča na Ljubelju;Slovenija;Karavanke;1370;koča,sedlo;576867;20;3;1;81;46.43891;14.26649;94;213
323;Ogradi;Slovenija;Julijske Alpe;2087;vrh;542317;10;3;0;2;46.33469;13.83342;93;270
324;Kapelica na Molički planini (Kocbekovo zavetišče pod Ojstrico);Slovenija;Kamniško Savinjske Alpe;1780;koča,planina,sedlo,cerkev;604449;22;7;0;1;46.36015;14.65553;95;173
325;Lanževica;Slovenija;Julijske Alpe;2003;vrh;521031;14;6;4;2;46.29677;13.72475;92;308
326;Bogatin;Slovenija;Julijske Alpe;1977;vrh;589343;10;4;0;1;46.28163;13.73508;95;193
327;Mahavšček;Slovenija;Julijske Alpe;2008;vrh;530557;8;6;3;1;46.27747;13.73621;92;291
328;Dom Petra Skalarja na Kaninu;Slovenija;Julijske Alpe;2260;koča;455379;8;3;0;1;46.35371;13.46864;88;478
329;Planina Leskovca;Slovenija;Julijske Alpe;1230;planina;364528;1;1;1;;46.24888;13.67888;79;787
330;Jezero v Lužnici;Slovenija;Julijske Alpe;1801;jezero;440890;6;3;0;;46.25519;13.68558;86;532
331;Košutnikov turn;Avstrija, Slovenija;Karavanke;2133;vrh;767890;11;8;3;7;46.44637;14.41031;98;72
332;Sleme;Slovenija;Julijske Alpe;2077;vrh;613745;5;3;2;5;46.45172;13.87177;96;161
333;Kožljek;Slovenija;Polhograjsko hribovje in Ljubljana;788;vrh;376198;7;4;2;;46.0343;14.25499;81;736
334;Koreno;Slovenija;Polhograjsko hribovje in Ljubljana;729;vrh,cerkev;469877;17;10;8;3;46.03562;14.29263;88;442
335;Hom;Slovenija;Polhograjsko hribovje in Ljubljana;715;vrh;488379;4;4;6;11;46.13893;14.36003;90;389
336;Ledinski vrh;Avstrija, Slovenija;Kamniško Savinjske Alpe;2108;vrh;647689;8;5;0;9;46.37508;14.5592;96;135
337;Praprotnikova koča;Slovenija;Kamniško Savinjske Alpe;1380;Vremenska napoved:;341615;4;2;0;;46.35009;14.41908;77;869
338;Planina Košutna;Slovenija;Kamniško Savinjske Alpe;1778;planina,cerkev;468106;6;3;0;1;46.30634;14.55535;88;444
339;Debeli vrh (nad Lipanco);Slovenija;Julijske Alpe;1962;vrh;471101;7;6;0;2;46.37225;13.90916;89;437
340;Bivak pod Špikom;Slovenija;Julijske Alpe;1424;koča,bivak;467846;2;2;1;3;46.45705;13.81836;88;445
341;Planina Klek;Slovenija;Julijske Alpe;1556;planina;421636;8;2;0;;46.39407;13.96161;85;592
342;Koča na Uskovnici;Slovenija;Julijske Alpe;1154;koča,planina,cerkev;710511;24;7;3;15;46.32053;13.90957;97;101
343;Kofce gora;Avstrija, Slovenija;Karavanke;1967;vrh;669703;1;6;1;16;46.43108;14.32729;97;122
344;Veliko Kladivo;Avstrija, Slovenija;Karavanke;2094;vrh;679785;11;8;0;13;46.43719;14.34402;97;114
345;Črna gora;Slovenija;Julijske Alpe;1350;vrh,bivak;406994;4;1;1;;46.43525;13.91178;83;635
346;Bela peč;Slovenija;Karavanke;1593;vrh;492419;12;10;2;1;46.37761;14.37982;90;374
347;Planina Spodnja Konjščica;Slovenija;Karavanke;1451;planina;367561;30;5;0;1;46.38305;14.3661;80;769
348;Ptičji vrh;Avstrija, Slovenija;Karavanke;1550;vrh;371539;4;2;0;4;46.48527;14.08835;80;755
349;Lepenatka;Slovenija;Kamniško Savinjske Alpe;1425;vrh;587150;12;10;3;6;46.30991;14.74055;95;197
350;Bivak na Kalu;Slovenija;Kamniško Savinjske Alpe;1285;koča,sedlo;341375;7;7;1;2;46.31516;14.73958;77;870
351;Kamniški vrh;Slovenija;Kamniško Savinjske Alpe;1259;vrh,bivak;751746;9;12;2;13;46.2879;14.57977;98;81
352;Planina Osredek;Slovenija;Kamniško Savinjske Alpe;1100;planina;422317;7;4;2;3;46.28958;14.56007;85;590
353;Slap Grmečica;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;510;slap;380203;8;4;0;;46.2844;14.0005;81;724
354;Bukovec;Slovenija;Karavanke;1506;vrh;314361;3;1;0;;46.39371;14.44994;75;960
355;Krvavica;Slovenija;Posavsko hribovje in Dolenjska;909;vrh;498998;4;2;3;1;46.20076;14.99304;91;361
356;Mali Grintovec;Slovenija;Kamniško Savinjske Alpe;1813;vrh;557963;8;24;2;10;46.34632;14.42739;94;245
357;Slap Orglice;Slovenija;Kamniško Savinjske Alpe;870;slap;525213;2;1;1;;46.33318;14.61868;92;301
358;Lučki Dedec;Slovenija;Kamniško Savinjske Alpe;2023;vrh;595945;8;6;1;2;46.35236;14.63786;95;186
359;Zavetišče na planini Šija;Slovenija;Karavanke;1528;koča,planina;493911;9;3;0;6;46.42456;14.33543;90;368
360;Hruški vrh;Avstrija, Slovenija;Karavanke;1776;vrh;484213;7;9;1;3;46.48134;14.0068;90;399
361;Rožca;Slovenija;Karavanke;1587;planina,sedlo;430777;7;6;0;4;46.48071;14.01967;85;559
362;Klek;Avstrija, Slovenija;Karavanke;1753;vrh;510232;9;8;0;;46.48511;14.02485;91;327
363;Palec;Avstrija, Slovenija;Karavanke;2026;vrh;556942;11;3;0;8;46.4432;14.21928;94;248
364;Goli vrh;Avstrija, Slovenija;Kamniško Savinjske Alpe;1787;vrh;648476;8;3;7;7;46.39789;14.54699;97;133
365;Vošca;Avstrija, Slovenija;Karavanke;1737;vrh;527878;13;6;1;1;46.51019;13.81842;92;297
366;Trupejevo poldne;Avstrija, Slovenija;Karavanke;1931;vrh;760639;15;8;1;6;46.51535;13.86066;98;77
367;Kresišče;Avstrija, Slovenija;Karavanke;1839;vrh;430779;4;4;0;1;46.51982;13.89517;85;558
368;Mojstrovica;Slovenija;Karavanke;1816;vrh;384736;8;2;0;;46.5032;13.894;81;717
369;Visoki vrh;Slovenija;Karavanke;1828;vrh;385606;7;3;1;;46.49621;13.88815;81;714
370;Slap Čedca;Slovenija;Kamniško Savinjske Alpe;1350;slap;477111;6;1;0;;46.3705;14.52039;89;418
371;Planina Konjščica (Velika planina);Slovenija;Kamniško Savinjske Alpe;1505;planina;509850;2;2;0;1;46.31292;14.63795;91;329
372;Koritni vrh (Velika planina);Slovenija;Kamniško Savinjske Alpe;1648;vrh;434824;2;2;0;;46.30623;14.64384;86;547
373;Kobla;Slovenija;Julijske Alpe;1498;vrh;483586;6;4;0;;46.23387;13.96483;90;401
374;Batognica;Slovenija;Julijske Alpe;2164;vrh;574786;6;12;1;7;46.26349;13.66837;94;218
375;Sveti Lenart;Slovenija;Polhograjsko hribovje in Ljubljana;861;vrh,cerkev;387351;10;1;0;2;46.08742;14.25249;82;707
376;Vajnež;Avstrija, Slovenija;Karavanke;2104;vrh;631421;9;5;0;8;46.44309;14.1511;96;143
377;Bivak na Belščici;Slovenija;Karavanke;1750;bivak,planina;376356;5;2;0;3;46.44441;14.13457;81;734
378;Prevalski Stog;Slovenija;Julijske Alpe;2075;vrh;444360;10;5;0;2;46.34432;13.8373;86;522
379;Planina Polšak;Slovenija;Kamniško Savinjske Alpe;1695;planina;306302;5;1;0;2;46.3691;14.69234;74;994
380;Dleskovec;Slovenija;Kamniško Savinjske Alpe;1965;vrh;459181;6;1;0;6;46.35389;14.68228;88;472
381;Žirovniška planina;Slovenija;Karavanke;1200;planina;375935;5;2;0;;46.42419;14.15434;81;739
382;Valvasorjev dom pod Stolom;Slovenija;Karavanke;1181;koča;663149;9;4;1;30;46.42604;14.14653;97;123
383;Debeli vrh;Slovenija;Julijske Alpe;2390;vrh;538404;12;2;4;1;46.3408;13.81513;93;274
384;Zadnji Vogel;Slovenija;Julijske Alpe;2327;vrh;466241;5;1;1;;46.3402;13.7978;88;450
385;Velika Zelnarica;Slovenija;Julijske Alpe;2320;vrh;513513;9;5;0;2;46.34246;13.79081;92;321
386;Velika Mojstrovka (vzhodni vrh);Slovenija;Julijske Alpe;2366;vrh;620411;8;4;0;7;46.43601;13.7272;96;155
387;Koroška Rinka (Križ);Slovenija;Kamniško Savinjske Alpe;2433;vrh;657348;6;7;0;5;46.36776;14.56519;97;130
388;Štajerska Rinka;Slovenija;Kamniško Savinjske Alpe;2374;vrh;512677;4;5;0;1;46.36817;14.56736;92;324
389;Bivak pod Skuto;Slovenija;Kamniško Savinjske Alpe;2070;bivak;594553;5;1;0;3;46.35887;14.56792;95;189
390;Bivak pod Grintovcem;Slovenija;Kamniško Savinjske Alpe;2100;bivak;565600;10;3;0;2;46.35348;14.54738;94;237
391;Turska gora;Slovenija;Kamniško Savinjske Alpe;2251;vrh;733197;8;5;2;7;46.3603;14.57718;98;86
392;Slap Boka;Slovenija;Julijske Alpe;680;slap;531687;10;3;0;;46.32115;13.48279;92;288
393;Gorejca;Slovenija;Julijske Alpe;680;slap;326779;5;1;0;;46.40152;13.59223;76;913
394;Jerebikovec;Slovenija;Julijske Alpe;1593;vrh,bivak;537752;10;4;3;5;46.44318;13.95553;93;277
395;Izvir Javornika;Slovenija;Karavanke;1000;jezero;233331;3;1;0;;46.45898;14.1085;67;1264
396;Tonovcov grad pri Kobaridu;Slovenija;Julijske Alpe;500;vrh;407957;3;1;0;1;46.25763;13.58033;84;632
397;Veliki Draški vrh;Slovenija;Julijske Alpe;2243;vrh;675615;11;10;4;10;46.36017;13.87584;97;117
399;Soteska Pekel 3. slap;Slovenija;Goriško, Notranjsko in Snežniško hribovje;445;slap,jezero;237525;1;1;0;;45.88648;14.36776;67;1247
402;Kukova špica;Slovenija;Julijske Alpe;2427;vrh;580744;10;2;3;2;46.44726;13.85481;95;208
403;Slap Veliki Kozjak;Slovenija;Julijske Alpe;250;slap,jezero;441841;3;1;0;1;46.25801;13.58822;86;529
404;Slap Mali Kozjak;Slovenija;Julijske Alpe;230;slap;297825;2;1;0;1;46.25773;13.58801;73;1028
405;Dolina Škratov;Slovenija;Julijske Alpe;700;Vremenska napoved:;344226;10;1;0;;46.30936;13.58408;78;859
406;Slap Slatenik;Slovenija;Julijske Alpe;750;slap;276999;2;1;0;;46.30745;13.5882;71;1100
407;Belopotoški slap;Slovenija;Julijske Alpe;720;slap;377789;3;1;0;;46.38599;13.78156;81;732
408;Planina Rzenik;Slovenija;Kamniško Savinjske Alpe;1654;planina;411020;4;2;0;1;46.32522;14.63784;84;621
409;Koča na Loki pod Raduho;Slovenija;Kamniško Savinjske Alpe;1534;koča,planina,cerkev;543703;16;7;1;11;46.4093;14.75902;93;268
410;Gomiščkovo zavetišče na Krnu;Slovenija;Julijske Alpe;2182;koča,bivak;481565;5;9;1;5;46.26526;13.65719;89;409
411;Javorca;Slovenija;Julijske Alpe;571;planina,cerkev;492947;10;1;0;1;46.23491;13.71976;90;372
412;Izvir Tolminke;Slovenija;Julijske Alpe;695;planina;424680;18;2;0;;46.25819;13.72503;85;581
413;Žičnica čez Tolminko;Slovenija;Julijske Alpe;500;Vremenska napoved:;258269;1;1;0;;46.24838;13.72596;69;1171
414;Rombon;Slovenija;Julijske Alpe;2208;vrh;738345;10;5;6;5;46.3672;13.5544;98;85
415;Čukla;Slovenija;Julijske Alpe;1767;vrh;481365;3;1;0;;46.35878;13.54751;89;410
416;Planina Goričica;Slovenija;Julijske Alpe;1336;planina;375360;1;2;0;;46.3532;13.54087;81;741
417;Planina na Polju;Slovenija;Julijske Alpe;1530;planina;379366;5;2;0;;46.2785;13.67646;81;729
418;Vrh nad Peski;Slovenija;Julijske Alpe;2176;vrh;493484;10;7;0;3;46.2644;13.67717;90;371
419;Svinjak;Slovenija;Julijske Alpe;1653;vrh;627819;7;1;1;3;46.35041;13.61174;96;148
420;Jerebica;Italija, Slovenija;Julijske Alpe;2126;vrh;766891;10;2;1;4;46.39843;13.56475;98;73
421;Planina Krnica;Slovenija;Julijske Alpe;1252;planina;403936;3;3;0;;46.35243;13.5087;83;653
422;Konjc;Slovenija;Julijske Alpe;2289;vrh;329416;4;2;0;;46.35223;13.46995;76;905
423;Planja;Slovenija;Julijske Alpe;2453;vrh;515276;4;4;1;6;46.40712;13.78739;92;319
424;Korita Mlinarice;Slovenija;Julijske Alpe;770;slap;421844;2;1;0;;46.40282;13.74513;85;591
425;Izvir Soče;Slovenija;Julijske Alpe;990;slap;495241;5;1;2;4;46.41185;13.72405;90;366
426;Vršič vrh;Slovenija;Julijske Alpe;1737;vrh;630296;9;4;0;14;46.4341;13.74667;96;145
427;Velika korita Soče;Slovenija;Julijske Alpe;480;Vremenska napoved:;414619;8;1;0;1;46.33706;13.6459;84;611
428;Korita Možnice (Nemčlje);Slovenija;Julijske Alpe;580;slap;323154;6;1;0;;46.38047;13.57911;76;928
429;Rifugio di Brazza;Italija;Julijske Alpe;1660;koča,bivak;381222;2;1;0;4;46.41422;13.44656;81;722
430;Zgornje Mangartsko jezero;Italija;Julijske Alpe;929;koča,jezero;374372;5;3;0;;46.47529;13.66811;81;744
431;Begunjska Vrtača;Slovenija;Karavanke;1991;vrh;505339;8;4;0;3;46.42126;14.243;91;349
432;Stari vrh;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1217;vrh;472673;8;3;1;1;46.17044;14.1764;89;431
433;Mrzla gora;Avstrija, Slovenija;Kamniško Savinjske Alpe;2203;vrh;728737;8;8;3;3;46.3772;14.5783;98;91
434;Dravh;Slovenija;Julijske Alpe;1547;vrh;434737;5;3;2;3;46.23268;14.0138;86;548
435;Lajnar;Slovenija;Julijske Alpe;1549;vrh;514675;8;5;4;5;46.23017;14.00632;92;320
436;Planina za Šavnikom;Slovenija;Julijske Alpe;1320;bivak,planina;324160;4;1;0;;46.2461;13.9872;76;922
437;Šavnik;Slovenija;Julijske Alpe;1574;vrh;446435;10;6;1;2;46.24208;13.98469;87;516
438;Veliki vrh (Veža);Slovenija;Kamniško Savinjske Alpe;2110;vrh;589378;6;5;0;11;46.35756;14.66922;95;194
439;Zavetišče gorske straže na Jelencih;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1185;koča;370127;5;3;0;2;46.16264;14.09957;80;758
440;Koprivnik;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1393;vrh;440138;6;7;0;;46.176;14.14028;86;535
441;Cerkev Marijinega vnebovzetja (Gora);Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;987;cerkev;236076;8;4;0;;46.15346;14.15322;67;1255
442;Stegovnik;Slovenija;Karavanke;1692;vrh;596595;17;9;7;1;46.39525;14.41993;95;182
443;Mali Javornik;Slovenija;Karavanke;1685;vrh;320744;2;1;0;1;46.38198;14.41744;76;937
444;Sveti Lenart nad Gornjim Gradom;Slovenija;Kamniško Savinjske Alpe;929;cerkev;319827;6;2;0;;46.31282;14.75306;75;939
445;Vivodnik;Slovenija;Kamniško Savinjske Alpe;1508;vrh;489555;12;16;5;4;46.25741;14.81634;90;385
446;Planina Dolga njiva (Krvavec);Slovenija;Kamniško Savinjske Alpe;1688;planina;425454;11;4;0;7;46.31438;14.54324;85;576
447;Košutna;Slovenija;Kamniško Savinjske Alpe;1974;vrh;531696;3;3;2;3;46.30968;14.55699;93;287
448;Vrh Planje;Slovenija;Julijske Alpe;1971;vrh;356077;3;3;0;;46.2663;13.7508;79;817
449;Planina Govnjač;Slovenija;Julijske Alpe;1480;planina;372311;6;1;0;;46.27634;13.76316;80;754
450;Sveta Gora;Slovenija;Goriško, Notranjsko in Snežniško hribovje;681;vrh,koča,cerkev;537328;14;14;5;10;45.99951;13.65473;93;278
451;Grmada;Slovenija;Polhograjsko hribovje in Ljubljana;676;vrh;608625;7;18;8;15;46.12803;14.45505;96;166
452;Veliko Špičje;Slovenija;Julijske Alpe;2398;vrh;574412;6;7;3;2;46.34382;13.7672;94;219
453;Malo Špičje;Slovenija;Julijske Alpe;2312;vrh;439214;4;4;0;1;46.35139;13.78335;86;538
454;Velika Tičarica;Slovenija;Julijske Alpe;2091;vrh;528078;9;3;0;1;46.32285;13.78576;92;296
455;Kopica;Slovenija;Julijske Alpe;2190;vrh;449173;15;3;0;1;46.33257;13.78765;87;506
456;Mala Zelnarica;Slovenija;Julijske Alpe;2310;vrh;471382;12;5;0;3;46.33808;13.78967;89;435
457;Rušnata glava;Slovenija;Julijske Alpe;1899;vrh;343147;2;2;1;;46.31315;13.78467;77;863
458;Planina Arta;Slovenija;Kamniško Savinjske Alpe;1564;planina;363173;3;1;0;1;46.40118;14.74573;79;791
459;Hrašenska planina;Slovenija;Karavanke;1670;planina;223946;2;2;0;;46.45285;14.12208;66;1296
460;Planina Stamare;Slovenija;Karavanke;1400;planina;347275;4;5;0;;46.44682;14.11792;78;843
461;Ablanca;Slovenija;Julijske Alpe;2004;vrh;561228;12;9;1;7;46.35294;13.88419;94;241
463;Šija;Slovenija;Julijske Alpe;1880;vrh;530290;8;5;2;3;46.23863;13.83413;92;293
464;Zavitar;Slovenija;Julijske Alpe;1750;vrh;337206;2;2;0;;46.24862;13.84637;77;882
465;Sovna glava;Slovenija;Julijske Alpe;1750;vrh;404262;4;5;0;3;46.42703;13.75107;83;651
466;Malo Kladivo;Avstrija, Slovenija;Karavanke;2036;vrh;432755;10;3;0;6;46.43497;14.33821;86;553
467;Planina Kališče;Slovenija;Kamniško Savinjske Alpe;1450;planina;467720;8;8;1;5;46.33556;14.41563;88;447
468;Drobeče Sleme;Slovenija;Julijske Alpe;2029;vrh;344944;1;3;0;6;46.45453;13.87242;78;853
469;Vrtaški vrh;Slovenija;Julijske Alpe;1898;vrh;463616;5;4;1;3;46.45531;13.88788;88;457
470;Črnuški dom na Mali planini;Slovenija;Kamniško Savinjske Alpe;1526;koča,planina;568590;6;7;0;6;46.2871;14.65794;94;230
471;Vojkova koča na Nanosu;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1240;vrh,koča;1114672;13;16;1;46;45.77204;14.05306;100;17
472;Ostra peč / Mallestiger Mittagskogel;Avstrija;Karavanke;1801;vrh;341734;11;4;0;1;46.52433;13.88105;77;868
473;Slap Peričnik - zgornji slap;Slovenija;Julijske Alpe;850;slap;395984;8;1;0;2;46.43948;13.89354;82;676
474;Slap Peričnik - spodnji slap;Slovenija;Julijske Alpe;800;slap;387608;17;3;0;1;46.43906;13.89364;82;705
475;Mirna gora;Slovenija;Posavsko hribovje in Dolenjska;1047;vrh;627381;4;5;3;2;45.63136;15.10134;96;149
476;Pusti Peter;Slovenija;Posavsko hribovje in Dolenjska;311;cerkev;232498;3;1;0;;45.51111;15.15821;67;1267
477;Jenkova planina;Avstrija, Slovenija;Kamniško Savinjske Alpe;1495;planina,sedlo;394806;7;1;0;2;46.3938;14.55216;82;684
478;Dovška Mala Kepa;Avstrija, Slovenija;Karavanke;2077;vrh;427202;5;1;0;;46.50309;13.9595;85;572
479;Gubno;Avstrija, Slovenija;Karavanke;2035;vrh;464991;4;4;2;2;46.50064;13.96126;88;455
480;Potoški Stol;Avstrija, Slovenija;Karavanke;2014;vrh;489320;5;5;0;6;46.43695;14.1537;90;387
481;Planina Pečana;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1472;planina;364939;11;5;0;;46.24535;14.08312;80;782
482;Goli vrh (Šavnice);Slovenija;Kamniško Savinjske Alpe;1426;vrh;318389;8;2;0;;46.24995;14.85598;75;945
483;Sveti Lovrenc na Lovrenški gori;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;580;cerkev;228210;6;1;0;;46.15345;14.2812;67;1277
484;Dom na Smrekovcu;Slovenija;Kamniško Savinjske Alpe;1375;koča;594573;19;14;6;13;46.41327;14.90004;95;188
485;Smrekovec;Slovenija;Kamniško Savinjske Alpe;1577;vrh;760865;9;13;4;12;46.41814;14.89881;98;76
486;Krnes;Slovenija;Kamniško Savinjske Alpe;1613;vrh;376018;4;2;0;;46.42019;14.86286;81;737
487;Komen;Slovenija;Kamniško Savinjske Alpe;1684;vrh,cerkev;515355;17;7;2;2;46.4181;14.84637;92;318
488;Veliki Travnik (Turnovka);Slovenija;Kamniško Savinjske Alpe;1637;vrh;430521;14;9;0;6;46.42311;14.81369;85;560
489;Koča na Travniku;Slovenija;Kamniško Savinjske Alpe;1548;koča,bivak,planina;504579;13;8;2;9;46.41585;14.8077;91;352
490;Strelovec;Slovenija;Kamniško Savinjske Alpe;1763;vrh;573352;4;4;6;2;46.39439;14.65812;94;223
491;Mali vrh;Slovenija;Polhograjsko hribovje in Ljubljana;708;vrh;331935;7;3;0;;46.05302;14.27467;77;893
492;Veliki hrib;Slovenija;Polhograjsko hribovje in Ljubljana;815;vrh;214748;1;1;0;;46.08103;14.28909;65;1335
493;Pasja ravan;Slovenija;Polhograjsko hribovje in Ljubljana;1020;vrh;596521;11;4;4;6;46.09788;14.22914;95;183
494;Kalvarija;Slovenija;Polhograjsko hribovje in Ljubljana;460;vrh;358626;7;2;0;1;46.06655;14.31232;79;808
495;Senčnica Josipine Turnograjske;Slovenija;Kamniško Savinjske Alpe;570;vrh;263269;5;2;0;11;46.30697;14.43367;70;1150
496;Planinska koča pri Franciju;Slovenija;Kamniško Savinjske Alpe;930;koča;340305;4;5;0;18;46.31512;14.43872;77;873
497;Potoška gora;Slovenija;Kamniško Savinjske Alpe;1283;vrh;505166;6;2;2;16;46.31541;14.45343;91;351
498;Ajdna;Slovenija;Karavanke;1046;vrh;549835;9;7;1;5;46.42098;14.13073;93;258
499;Cjanovca;Slovenija;Kamniško Savinjske Alpe;1820;vrh;504484;8;7;0;6;46.33578;14.4411;91;353
500;Koča Antona Bavčerja na Čavnu;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1242;koča;607985;8;8;1;12;45.92891;13.85299;96;168
501;Kucelj (na Čavnu);Slovenija;Goriško, Notranjsko in Snežniško hribovje;1237;vrh;580619;14;12;0;10;45.92873;13.82502;95;209
502;Mali Modrasovec;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1305;vrh;329354;5;4;0;4;45.93035;13.85385;76;907
503;Veliki Modrasovec;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1353;vrh;480077;5;8;0;6;45.93638;13.85005;89;412
