gora_id;pot_id;izhodisce;izhodisce_visina_m;sirina;dolzina;cilj;cilj_visina_m;ime_poti;cas_hoje_min;dolzina_km;zahtevnost;oznacena;ferata;visinska_razlika_m;visinska_razlika_po_poti_m;zemljevid;oprema_poletje;oprema_zima;ogledi;stevilo_slik;stevilo_komentarjev
1641;6729;Vodohran Žegnani studenec;638;46.36230;14.28400;Bistriška planina;1057;;75;;1;0;;419;419;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): dereze;dereze;2020;16;0
1641;7973;Podljubelj (Sroberje);580;46.38126;14.29636;Bistriška planina;1057;po cesti;100;;1;0;;477;510;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 709;709;40;0
1641;7978;Podljubelj (Sroberje);580;46.38126;14.29636;Bistriška planina;1057;;95;;1;0;;477;510;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;699;37;0
1642;2912;Tržič;515;46.36830;14.30780;Breška planina;1100;;115;;1;1;;585;600;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;6058;47;2
1642;4469;Bistrica pri Tržiču;615;46.36200;14.28500;Breška planina;1100;;100;;1;1;;485;500;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;3476;31;0
1642;4475;Brezje pri Tržiču;677;46.35890;14.27870;Breška planina;1100;po cesti;85;;1;1;;423;425;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 2.439;2439;24;0
1647;2932;Dravograd;362;46.58910;15.02340;Sveti Janez Krstnik na Ojstrici;982;;105;5.00;1;1;;620;620;Koroška, izletniška karta  1:50.000;Priporočena oprema (zima):;Ogledov: 5.459;5459;33;0
1648;2941;Turistična kmetija Perk;1230;46.41520;14.60130;Matkova kopa;1957;pastirsko-lovska pot;210;;;0;;727;1050;Kamniške in Savinjske Alpe z Obirjem in Peco;čelada;čelada, cepin, dereze;18546;54;12
1649;2940;Belo;650;46.07890;14.35890;Goljek;809;;40;1.79;1;1;;159;170;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 5.154;5154;36;0
1649;4598;Gabrje;328;46.07660;14.38430;Goljek;809;;100;4.66;1;1;;481;500;Ljubljana - okolica 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;4808;52;0
1649;2942;Topol pri Medvodah (Katarina);651;46.09367;14.36951;Goljek;809;;30;1.49;1;1;;158;165;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 4.443;4443;23;0
1649;4600;Topol pri Medvodah (Katarina);650;46.09360;14.36950;Goljek;809;po zahodnem grebenu;35;2.17;1;1;;159;165;Ljubljana - okolica 1:50.000;Priporočena oprema (zima): dereze;dereze;2535;30;1
1650;2953;Poštarski dom pod Plešivcem;805;46.49600;15.01250;Plešivška kopa (Kozarnica);1414;;90;;2;0;;609;609;Koroška, izletniška karta 1:50.000;Priporočena oprema (zima):;Avtor: matjaz84;3153;17;0
1651;2944;Blagovica;412;46.17500;14.80340;Golčaj;690;;40;;1;1;;278;278;Posavsko hribovje - zahodni del 1:50.000;Priporočena oprema (zima):;Ogledov: 10.103;10103;26;4
1651;3589;Zavrh pri Trojanah;609;46.18380;14.87180;Golčaj;690;;150;;1;1;;81;350;Posavsko hribovje - zahodni del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;5488;63;0
1651;7622;Peče;453;46.14810;14.81020;Golčaj;690;;120;;1;0;;237;405;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 715;715;42;0
1651;7620;Kandrše (Trata);473;46.13310;14.83950;Golčaj;690;;200;;1;1;;217;470;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 426;426;66;0
1652;2946;Blagovica;412;46.17630;14.80220;Špilk;956;;90;;1;1;;544;550;Posavsko hribovje - zahodni del 1:50.000;Priporočena oprema (zima):;Ogledov: 15.540;15540;53;2
1652;3606;Trojane;561;46.18790;14.88280;Špilk;956;;150;;1;1;;395;500;Posavsko hribovje - zahodni del 1:50.000;Priporočena oprema (zima):;Ogledov: 11.735;11735;46;10
1652;4413;Trojane;561;46.18790;14.88280;Špilk;956;mimo križa Na Kočni;135;;1;1;;395;450;Posavsko hribovje - zahodni del 1:50.000;Priporočena oprema (zima):;Ogledov: 4.577;4577;48;1
1653;2950;Mislinja;598;46.44270;15.19240;Časov vrh;821;;75;;1;1;;223;250;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 2.687;2687;43;0
1654;2954;Mislinja;598;46.44270;15.19240;Fričev vrh;881;čez Črepič;95;;1;1;;283;325;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 4.796;4796;52;1
1654;2957;Mislinja;598;46.44270;15.19240;Fričev vrh;881;čez Završe;120;;1;1;;283;350;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 3.865;3865;62;0
1655;2956;Mislinja;598;46.44270;15.19240;Sveti Rupert (Završe);815;;85;;1;1;;217;255;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 3.367;3367;47;0
1655;10590;Jamarska koča pri Hudi Luknji;485;46.41183;15.17709;Sveti Rupert (Završe);815;;95;;2;1;;330;370;Priporočena oprema (poletje): čelada;čelada;čelada, cepin, dereze;168;61;0
1656;2955;Mislinja;598;46.44270;15.19240;Sveti Vid (Završe);808;;70;;1;1;;210;240;Pohorje 1:50.000;Priporočena oprema (zima):;Ogledov: 7.248;7248;35;0
1656;10589;Jamarska koča pri Hudi Luknji;485;46.41183;15.17709;Sveti Vid (Završe);808;;80;;2;1;;323;355;Priporočena oprema (poletje): čelada;čelada;čelada, cepin, dereze;189;51;0
1657;2958;Srednji Vrh;960;46.48940;13.83710;Blekova planina;1629;;110;;1;0;;669;669;Kranjska Gora 1:30.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;10283;42;5
1657;3322;Žužalče / Susalitch;625;46.54550;13.84400;Blekova planina;1629;;195;;1;1;;1004;1004;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;3836;48;0
1657;3324;Grpiče / Korpitch;590;46.54310;13.80470;Blekova planina;1629;;195;;1;1;;1039;1039;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;3642;63;0
1658;2959;Srednji Vrh;960;46.48940;13.83710;Zajčnik;1746;;130;;1;0;;786;786;Kranjska Gora 1:30.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;5712;58;1
1658;3323;Žužalče / Susalitch;625;46.54550;13.84400;Zajčnik;1746;;215;;1;1;;1121;1121;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;3273;59;0
1658;3325;Grpiče / Korpitch;625;46.54310;13.80470;Zajčnik;1746;;215;;1;1;;1121;1121;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;3069;74;0
1659;2962;Srednji Vrh;960;46.48940;13.83710;Jureževa planina;1488;;90;;1;0;;528;528;Kranjska Gora 1:30.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;6511;33;1
1660;2964;Vojaška karavla;1473;;;Golem Korab / Maja e Korabit;2764;;240;;1;1;;1291;1291;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: navrhu;19432;80;21
1661;2966;Gabrje;328;46.07670;14.38480;Sveta Katarina (Topol);738;;70;4.16;1;1;;410;415;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 40.901;40901;38;4
1661;3617;Slavkom dom na Golem brdu;396;46.10550;14.41690;Sveta Katarina (Topol);738;;90;3.72;1;1;;342;370;Ljubljana in okolica 1:50.000;Priporočena oprema (zima):;Avtor: Ajda_Zitnik;29346;19;2
1661;4551;Topol pri Medvodah (Katarina);651;46.09360;14.36950;Sveta Katarina (Topol);738;;15;0.85;1;1;;87;87;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 13.416;13416;16;0
1661;4313;Preval;380;46.07840;14.43270;Sveta Katarina (Topol);738;;105;7.02;1;1;;358;425;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 10.890;10890;46;0
1661;4554;Trnovec (Legastja);438;46.10720;14.34980;Sveta Katarina (Topol);738;;75;3.35;1;1;;300;330;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin;cepin;7607;47;0
1661;4540;Žlebe;410;46.11210;14.39540;Sveta Katarina (Topol);738;čez Turnice;80;2.69;1;1;;328;340;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;6817;31;0
1661;4541;Preska;332;46.12970;14.41100;Sveta Katarina (Topol);738;čez Jeterbenk;155;6.06;1;1;;406;515;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;5035;66;0
1661;4542;Žlebe;410;46.11210;14.39540;Sveta Katarina (Topol);738;čez Jeterbenk;95;3.45;1;1;;328;410;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;4589;41;0
1661;4539;Preska;332;46.12970;14.41100;Sveta Katarina (Topol);738;čez Turnice;140;5.29;1;1;;406;440;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;3959;56;0
1662;2971;Kamnik;375;46.22090;14.61260;Visoka špica;660;direktna pot;40;;1;0;;285;290;Priporočena oprema (poletje):;Priporočena oprema (zima): svetilka;svetilka;20167;11;1
1662;4387;Kamnik;375;46.22090;14.61240;Visoka špica;660;mimo Starega gradu;50;;1;0;;285;285;Priporočena oprema (poletje):;Priporočena oprema (zima): dereze;dereze;12556;26;0
1662;4386;Kamnik;375;46.22090;14.61240;Visoka špica;660;preko Krniške gore;60;;1;0;;285;320;Priporočena oprema (poletje):;Priporočena oprema (zima): dereze;dereze;7125;40;0
1663;2975;Jezero;290;45.97116;14.43430;Sveti Tomaž (Planinca);572;mimo Ledenice;60;2.82;1;1;;282;282;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 8.480;8480;13;0
1663;2974;Jezero;290;45.97116;14.43430;Sveti Tomaž (Planinca);572;mimo domačije Špelin;50;2.64;1;1;;282;282;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 6.422;6422;21;0
1663;2973;Preserje;400;45.96130;14.42050;Sveti Tomaž (Planinca);572;;50;2.69;1;1;;172;172;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 4.511;4511;8;0
1669;2991;Stara Vrhnika;324;45.97400;14.28580;Kuren (Sveti Miklavž);526;;35;;1;1;;202;202;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 7.967;7967;22;0
1673;3003;Rakitna;789;45.89070;14.43970;Rotovc;964;;30;1.48;1;1;;175;175;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 7.421;7421;23;0
1673;4840;Brancljeva senožet;930;45.90840;14.45730;Rotovc;964;;45;1.95;1;1;;34;120;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 3.833;3833;23;0
1673;4603;Mesnice;806;45.90660;14.43110;Rotovc;964;;55;3.28;1;1;;158;158;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 3.193;3193;29;0
1673;5219;Mesnice;806;45.90660;14.43110;Rotovc;964;čez Županov vrh;75;3.57;1;0;;158;250;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 2.006;2006;57;0
1674;3006;Slovenska vas;567;45.70110;14.21140;Petelinjsko jezero;530;;20;;1;1;;;15;Snežnik 1:50.000;Priporočena oprema (zima):;Ogledov: 7.607;7607;15;0
1676;3010;Jesenice (Straža);560;46.42900;14.08250;Kozjek;766;;25;;1;0;;206;206;Karavanke - osrednji del  1 : 50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;4367;16;4
1676;5836;Trebež (Jesenice);590;46.43190;14.09410;Kozjek;766;po vzhodnem grebenu;30;;1;1;;176;176;Karavanke - osrednji del 1 : 50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;3940;43;13
1676;5150;Tomšičeva cesta (Jesenice);600;;;Kozjek;766;mimo Šporna;25;;1;0;;166;166;Karavanke - osrednji del 1 : 50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1621;19;1
1678;3014;Žovneško jezero;305;46.27710;15.01000;Grad Žovnek;409;;15;;1;1;;104;104;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima):;Ogledov: 20.488;20488;17;2
1678;3018;Žovneško jezero;340;46.27560;15.00220;Grad Žovnek;409;po cesti;10;;1;0;;69;69;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima):;Ogledov: 6.740;6740;15;0
1679;3016;Žovneško jezero;305;46.27710;15.01000;Vrhe;965;;145;;1;0;;660;700;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima): dereze;dereze;3514;63;0
1679;3777;Braslovško jezero;300;46.29460;15.03040;Vrhe;965;;175;;1;0;;665;820;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima):;Ogledov: 3.234;3234;82;0
1679;3785;Letuš;337;46.31500;15.02090;Vrhe;965;;175;;1;0;;628;780;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima):;Ogledov: 2.411;2411;80;0
1679;5819;Kokarje (ŠRC Laze);368;46.29830;14.93770;Vrhe;965;preko Tajne;105;;1;0;;597;610;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;899;50;0
1679;5825;Kokarje (ŠRC Laze);368;46.29830;14.93770;Vrhe;965;mimo Doma na Farbanci;125;;1;0;;597;625;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;471;72;0
1679;5831;Potok (Mostni graben);395;46.29160;14.93770;Vrhe;965;mimo Doma na Farbanci;100;;1;0;;570;600;Zgornja Savinjska dolina 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;453;58;0
1680;3017;Žovneško jezero;305;46.27710;15.01000;Sveta Mati Božja na Čreti;944;;140;;1;1;;639;680;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima): dereze;dereze;3993;60;0
1680;3784;Letuš;337;46.31500;15.02090;Sveta Mati Božja na Čreti;944;;170;;1;1;;607;760;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima):;Ogledov: 2.263;2263;71;0
1680;3776;Braslovško jezero;300;46.29460;15.03040;Sveta Mati Božja na Čreti;944;;170;;1;1;;644;800;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima):;Ogledov: 2.194;2194;79;0
1680;5830;Potok (Mostni graben);395;46.29160;14.93770;Sveta Mati Božja na Čreti;944;mimo Doma na Farbanci;95;;1;1;;549;575;Zgornja Savinjska dolina 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;712;53;0
1680;5817;Kokarje (ŠRC Laze);368;46.29830;14.93770;Sveta Mati Božja na Čreti;944;preko Tajne;100;;1;1;;576;585;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;605;45;0
1680;5822;Kokarje (ŠRC Laze);368;46.29830;14.93770;Sveta Mati Božja na Čreti;944;mimo Doma na Farbanci;120;;1;1;;576;605;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;459;67;0
1682;3023;Rudno polje;1347;46.34580;13.92360;Plesišče;1790;;80;2.38;1;0;;443;443;TNP 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;13872;32;1
1683;3055;Zazid;390;45.49940;13.93150;Golič;890;čez Kojnik;150;7.09;1;1;;500;650;Slovenska Istra - Čičarija, Brkini in Kras 1:50.000;Priporočena oprema (zima):;Ogledov: 11.012;11012;74;1
1683;3052;Zazid;390;45.49940;13.93150;Golič;890;mimo Lipnika;150;6.20;1;1;;500;575;Slovenska Istra - Čičarija, Brkini in Kras 1:50.000;Priporočena oprema (zima):;Ogledov: 8.594;8594;67;2
1683;3056;Podgorje;518;45.53530;13.94350;Golič;890;mimo lovskega zavetišča;160;9.04;1;1;;372;540;Slovenska Istra - Čičarija, Brkini in Kras 1:50.000;Priporočena oprema (zima):;Ogledov: 8.143;8143;49;1
1683;4273;Zazid;390;45.49940;13.93150;Golič;890;direktna pot;105;6.77;1;0;;500;525;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 5.733;5733;51;0
1684;3032;Planina Blato;1147;46.31120;13.85010;Visoka glava;1822;;150;;;0;;675;715;Triglav 1:25.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;4944;55;0
1685;3034;Kopačnica;499;46.12380;14.07450;Štor;1005;;85;4.47;1;1;;506;506;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 3.418;3418;42;0
1685;4781;Sovodenj;592;46.08500;14.03860;Štor;1005;razgledna pot;105;6.08;1;1;;413;440;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 2.036;2036;36;0
1685;4778;Sovodenj;592;46.08500;14.03860;Štor;1005;skozi Miklavževo grapo;85;4.48;1;1;;413;413;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1574;30;0
1685;5140;Hotavlje;409;46.10720;14.11760;Štor;1005;čez Slajko;170;7.57;1;1;;596;640;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1070;73;0
1685;5178;Hotavlje;409;46.10720;14.11760;Štor;1005;po cesti;135;8.14;1;1;;596;635;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 828;828;56;0
1685;5806;Cerkno;324;46.12610;13.98390;Štor;1005;čez Kladje;160;7.57;1;1;;681;700;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 597;597;72;0
1685;5810;Cerkno;324;46.12880;13.98960;Štor;1005;skozi Planino pri Cerknem;165;7.21;1;1;;681;720;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;559;88;0
1685;5800;Sovodenj;592;46.08500;14.03860;Štor;1005;po cesti;95;5.57;1;1;;413;420;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 383;383;30;0
1685;5803;Podlanišče;787;46.11040;14.01330;Štor;1005;;80;3.78;1;1;;218;235;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 324;324;40;0
1685;8048;Trebija;443;46.09719;14.10159;Štor;1005;čez Ermanovec;140;6.62;1;1;;562;655;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;302;71;0
1685;7317;Dolenji Novaki (Pod Kovkom);520;46.14610;14.03670;Štor;1005;;180;8.38;1;1;;485;565;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;252;72;0
1685;8049;Podgora;425;46.10218;14.11105;Štor;1005;čez Slajko;180;9.01;1;0;;580;635;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;171;74;0
1686;3045;Čepulje;672;46.23260;14.28320;Sveti Mohor (Zabrekve);952;;90;;1;1;;280;315;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 28.119;28119;41;0
1686;3039;Zgornja Besnica (Podrovnik);446;46.25500;14.26740;Sveti Mohor (Zabrekve);952;;105;;1;1;;506;540;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 10.860;10860;39;3
1686;3038;Nemilje;510;46.25530;14.22490;Sveti Mohor (Zabrekve);952;;80;;1;0;;442;450;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 8.495;8495;43;1
1686;4299;Sveta Jedert (Lajše);850;46.24770;14.19820;Sveti Mohor (Zabrekve);952;;90;;1;1;;102;295;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;6122;47;0
1686;6747;Selca;424;46.22210;14.20760;Sveti Mohor (Zabrekve);952;;100;;1;0;;528;530;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 3.044;3044;54;0
1686;6612;Podblica;675;46.25670;14.20670;Sveti Mohor (Zabrekve);952;;100;;1;1;;277;395;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 2.260;2260;46;0
1686;6748;Knape;429;46.21860;14.25390;Sveti Mohor (Zabrekve);952;čez Hudi Laz, Flandrova pot;100;;1;0;;523;540;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;1350;46;0
1686;8037;Nemilje;510;46.25530;14.22490;Sveti Mohor (Zabrekve);952;čez Prevoje;95;;1;0;;442;480;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;674;38;0
1687;3046;Spodnja Besnica (Ribogojnica);410;46.25440;14.28800;Špičasti hrib;837;;90;;1;1;;427;445;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 10.723;10723;30;1
1687;3044;Čepulje;672;46.23260;14.28320;Špičasti hrib;837;;40;;1;1;;165;185;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 8.597;8597;15;3
1687;3040;Zgornja Besnica (Podrovnik);446;46.25500;14.26740;Špičasti hrib;837;;90;;1;1;;391;425;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 6.261;6261;32;0
1687;3048;Rakovica;370;46.25040;14.32260;Špičasti hrib;837;;140;;1;1;;467;625;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 4.435;4435;56;0
1688;3041;Zgornja Besnica (Nova vas);468;46.26970;14.26590;Slap Šum;425;;15;;1;1;;;;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;25027;23;3
1690;3049;Zazid;390;45.49940;13.93150;Lipnik;804;;100;4.66;1;1;;414;414;Slovenska Istra - Čičarija, Brkini in Kras 1:50.000;Priporočena oprema (zima):;Ogledov: 15.990;15990;41;8
1691;3050;Zazid;390;45.49940;13.93150;Kavčič;879;mimo Lipnika;150;6.50;1;1;;489;550;Slovenska Istra - Čičarija, Brkini in Kras 1:50.000;Priporočena oprema (zima):;Ogledov: 7.885;7885;56;0
1691;5470;Rakitovec;590;45.46900;13.97012;Kavčič;879;po kolovozu;45;3.93;1;0;;289;300;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: studenecuros;3360;0;1
1692;3051;Zazid;390;45.49940;13.93150;Nadglavinjak;888;mimo Lipnika;130;5.59;1;1;;498;540;Slovenska Istra - Čičarija, Brkini in Kras 1:50.000;Priporočena oprema (zima):;Ogledov: 3.659;3659;52;0
1693;3061;Medijske toplice;275;;;Kalanov hrib (Kalanček);626;čez Reber;45;;1;1;;351;351;Priporočena oprema (poletje):;Priporočena oprema (zima): dereze;dereze;4713;16;1
1693;4306;Izlake (tovarna ETI);270;;;Kalanov hrib (Kalanček);626;via Castle Medijski grad;45;;1;1;;356;356;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: Bandzo;3891;21;0
1694;7968;Dražgoše (Pri Cerkvi);771;46.25415;14.16343;Gozdarska koča Rovtarica;1089;;135;7.30;1;0;;318;360;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;975;34;0
1697;3063;Kropa;494;46.29060;14.20470;Sveti Primož in Felicijan (Jamnik);831;;70;3.53;1;1;;337;337;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;50162;45;10
1697;3062;Jamnik;834;46.27400;14.20800;Sveti Primož in Felicijan (Jamnik);831;;8;0.48;1;1;;;15;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 17.825;17825;15;0
1697;8034;Nemilje;505;46.26109;14.22048;Sveti Primož in Felicijan (Jamnik);831;po markirani poti;50;2.59;1;1;;326;340;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;11360;26;0
1697;6283;Rovte;483;46.27970;14.23720;Sveti Primož in Felicijan (Jamnik);831;;75;2.90;1;1;;348;370;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;8810;30;3
1697;6644;Podblica;675;46.25670;14.20670;Sveti Primož in Felicijan (Jamnik);831;;50;2.60;1;0;;156;180;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima):;Ogledov: 7.330;7330;38;0
1697;6284;Češnjica pri Kropi;484;46.28640;14.22860;Sveti Primož in Felicijan (Jamnik);831;;75;3.49;1;1;;347;365;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;5320;31;0
1697;6596;Njivica;522;46.26900;14.23800;Sveti Primož in Felicijan (Jamnik);831;;70;3.17;1;0;;309;320;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;3300;25;0
1697;6860;Brezovica;440;46.30500;14.20790;Sveti Primož in Felicijan (Jamnik);831;;80;4.46;1;0;;391;405;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;2670;34;0
1697;6861;Češnjica pri Kropi;484;46.28950;14.22720;Sveti Primož in Felicijan (Jamnik);831;čez Beriglo;80;4.50;1;0;;347;360;Škofjeloško in Cerkljansko hribovje 1:50.000;Priporočena oprema (zima): dereze;dereze;1940;35;0
1697;7787;Kropa (Slovenska peč);576;46.28690;14.19690;Sveti Primož in Felicijan (Jamnik);831;;70;3.10;1;0;;255;270;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1900;35;0
1698;3068;Predmeja;875;45.94370;13.87630;Dolski maj;912;Pot po Robu;60;1.98;1;1;;37;125;Goriška - izletniška karta 1:50.000;Priporočena oprema (zima):;Ogledov: 5.850;5850;27;1
1698;4312;Otlica;815;45.92700;13.90980;Dolski maj;912;;60;2.65;1;1;;97;130;Goriška - izletniška karta 1:50.000;Priporočena oprema (zima):;Ogledov: 4.001;4001;29;0
1699;3073;Šport hotel;1280;46.33820;13.96160;Mesnovec;1538;;60;;;0;;258;280;TNP 1:50.000;Priporočena oprema (zima):;Ogledov: 6.485;6485;32;0
1701;3074;Dolenja vas pri Polhovem Gradcu (Kosmulj);400;46.05790;14.36290;Bezenica;476;;15;0.44;1;1;;76;76;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 3.466;3466;12;1
1702;3543;Mrše;749;45.59030;14.03890;Sveti Socerb (Artviže);817;;60;3.43;1;1;;68;115;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 20.324;20324;36;13
1702;3539;Sveti Mavricij;403;45.65740;14.00090;Sveti Socerb (Artviže);817;;135;7.31;1;1;;414;470;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 10.703;10703;51;3
1702;5644;Rodik;579;45.62340;13.98010;Sveti Socerb (Artviže);817;;80;5.60;1;0;;238;275;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 5.880;5880;35;0
