gora_id;pot_id;izhodisce;izhodisce_visina_m;sirina;dolzina;cilj;cilj_visina_m;ime_poti;cas_hoje_min;dolzina_km;zahtevnost;oznacena;ferata;visinska_razlika_m;visinska_razlika_po_poti_m;zemljevid;oprema_poletje;oprema_zima;ogledi;stevilo_slik;stevilo_komentarjev
1;125;Aljažev dom v Vratih;987;46.41280;13.84660;Triglav;2864;Tominškova pot;370;6.56;3;1;B;1877;1930;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;398612;61;281
1;133;Konec ceste na Pokljuki;1312;46.33860;13.90450;Triglav;2864;čez Planiko in Mali Triglav;360;12.11;3;1;;1552;1700;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;298701;109;154
1;129;Dolina Krma;930;46.38510;13.90710;Triglav;2864;čez Kredarico;375;9.67;3;1;;1934;1985;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;290379;82;97
1;127;Aljažev dom v Vratih;987;46.41280;13.84660;Triglav;2864;čez Plemenice;390;7.95;3;1;B/C;1877;1900;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;241601;73;212
1;126;Aljažev dom v Vratih;987;46.41280;13.84660;Triglav;2864;čez Prag;380;8.22;3;1;;1877;1930;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;214290;66;178
1;130;Dolina Krma;930;46.38510;13.90710;Triglav;2864;čez Planiko in Mali Triglav;360;9.19;3;1;;1934;1970;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;205416;84;118
1;248;Koča pri Savici;653;46.28960;13.80220;Triglav;2864;po Dolini Triglavskih jezer;535;17.11;3;1;;2211;2530;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;179004;109;66
1;163;Zadnjica;642;46.38240;13.76040;Triglav;2864;čez Dolič;450;13.21;3;1;;2222;2245;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;148648;64;109
1;1098;Rudno polje;1347;46.34580;13.92360;Triglav;2864;čez Kredarico;400;12.98;3;1;;1517;1800;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;134931;127;33
1;797;Konec  ceste na Pokljuki;1312;46.33860;13.90450;Triglav;2864;čez Planiko in Triglavsko škrbino;355;12.07;3;1;;1552;1680;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;101068;111;45
1;132;Konec ceste na Pokljuki;1312;46.33860;13.90450;Triglav;2864;čez Kredarico;375;12.16;3;1;;1552;1710;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;90205;108;7
1;128;Dolina Kot;950;46.41570;13.89770;Triglav;2864;;385;8.67;3;1;;1914;2065;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;79759;97;12
1;131;Dolina Krma;930;46.38510;13.90710;Triglav;2864;čez Planiko in Triglavsko škrbino;355;9.14;3;1;;1934;1950;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;74419;86;38
1;2539;Turkov rovt (Vrata);941;46.41790;13.85800;Triglav;2864;po dolini Za Cmirom;385;8.36;3;1;;1923;2020;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;61819;85;6
1;162;Zadnjica;642;46.38240;13.76040;Triglav;2864;čez Plemenice;440;10.91;3;1;B/C;2222;2230;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;56366;72;22
1;1855;Rudno polje;1347;46.34580;13.92360;Triglav;2864;čez Kugyjevo polico;455;14.61;3;1;;1517;2000;Triglav 1 : 25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;44491;113;6
1;2869;Planina Blato;1147;46.31120;13.85010;Triglav;2864;čez Grintovico, Planiko in Mali Triglav;410;13.18;3;0;;1717;1880;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;40938;112;3
1;160;Uskovnica (Razpotje);1215;46.32670;13.91070;Triglav;2864;čez Planiko in Mali Triglav;390;13.04;3;1;;1649;1875;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;34298;108;23
1;161;Stara Fužina;573;46.29030;13.88680;Triglav;2864;čez Planiko in Mali Triglav;470;16.41;3;1;;2291;2400;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;32677;131;2
1;2284;Zadnjica;642;46.38240;13.76040;Triglav;2864;čez Komar;430;10.23;3;1;;2222;2235;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;32107;74;24
1;733;Planina Blato;1147;46.31120;13.85010;Triglav;2864;po dolini Za Kopico;480;15.42;3;1;;1717;2100;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;31191;102;10
1;1056;Stara Fužina;573;46.29030;13.88680;Triglav;2864;čez Planiko in Triglavsko škrbino;465;16.35;3;1;;2291;2380;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;26625;133;12
1;782;Uskovnica (Razpotje);1215;46.32670;13.91070;Triglav;2864;čez Triglavsko škrbino;385;12.93;3;1;;1649;1750;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;23052;110;2
1;8744;Rudno polje;1347;46.34580;13.92360;Triglav;2864;mimo Doma Planika in čez Mali Triglav;385;12.92;3;1;;1517;1775;TNP 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;20730;128;3
1;8153;Zadnjica;650;46.38240;13.76040;Triglav;2864;Kugyjeva pot na Triglav;450;11.34;3;0;;2214;2214;Triglav 1:25000;čelada, komplet za samovarovanje, cepin;čelada, komplet za samovarovanje, cepin, dereze, svetilka;7820;23;6
1;5948;Uskovnica (Lom);1076;46.31330;13.90540;Triglav;2864;čez Triglavsko škrbino;390;13.89;3;1;;1788;2000;TNP 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;5310;141;1
1;6195;Srednja vas;583;46.29750;13.92310;Triglav;2864;Za Ribnico in čez Triglavsko škrbino;485;16.91;3;1;;2281;2485;TNP 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;4110;160;0
1;10693;Rudno polje;1347;46.34580;13.92360;Triglav;2864;mimo Doma Planika in čez Triglavsko škrbino;380;12.84;3;1;;1517;1675;TNP 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;1380;130;0
2;136;Aljažev dom v Vratih;1015;46.41280;13.84660;Škrlatica;2740;;360;6.54;3;1;;1725;1800;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;326300;93;435
2;137;Ruski križ;1036;46.44440;13.77460;Škrlatica;2740;čez Kriško steno;465;9.93;3;1;;1704;2240;Triglav 1.25.000;čelada, komplet za samovarovanje, cepin, dereze;čelada, komplet za samovarovanje, cepin, dereze;47459;91;6
2;2533;Zadnjica;650;46.38240;13.76040;Škrlatica;2740;;535;14.53;3;1;;2090;2440;Triglav 1:25.000;čelada, komplet za samovarovanje, cepin, dereze;čelada, komplet za samovarovanje;38282;102;17
2;4791;Gozd Martuljek;750;46.48210;13.83780;Škrlatica;2740;grebensko prečenje Mali Oltar-Škrlatica;870;;;0;;1990;3800;Kranjska Gora 1:30.000;čelada;Avtor: JusAvgustin;32473;28;13
2;6594;Pišnica;850;46.46880;13.78330;Škrlatica;2740;čez Kriško steno;505;12.14;3;1;;1890;2210;Kranjska Gora 1:30.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;8170;97;3
3;694;Aljažev dom v Vratih;987;46.41280;13.84660;Mali Triglav;2725;Tominškova pot;335;5.99;3;1;;1738;1770;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;21842;47;0
3;258;Aljažev dom v Vratih;987;46.41280;13.84660;Mali Triglav;2725;čez Prag;345;7.65;3;1;;1738;1770;Triglav1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;13891;52;0
3;563;Dolina Kot;950;46.41570;13.89770;Mali Triglav;2725;;350;8.10;3;1;;1775;1905;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;8429;83;0
3;10675;Dolina Krma;944;46.38510;13.90710;Mali Triglav;2725;mimo Doma Planika pod Triglavom;325;8.62;3;1;;1781;1800;Triglav 1:25.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;136;70;0
3;10690;Rudno polje;1347;46.34580;13.92360;Mali Triglav;2725;mimo Doma Planika;350;12.33;3;1;;1378;1550;TNP 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;109;114;0
3;10701;Konec ceste na Pokljuki;1312;46.33860;13.90450;Mali Triglav;2725;čez Kredarico;340;11.61;3;1;;1413;1560;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;106;104;0
3;10660;Dolina Krma;930;46.38510;13.90710;Mali Triglav;2725;čez Kredarico;340;9.11;3;1;;1795;1830;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;106;68;0
3;10700;Konec ceste na Pokljuki;1312;46.33860;13.90450;Mali Triglav;2725;čez Planiko;325;11.55;3;1;;1413;1550;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;85;105;0
3;10696;Rudno polje;1347;46.34580;13.92360;Mali Triglav;2725;čez kredarico;365;12.41;3;1;;1378;1630;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;79;113;0
3;10703;Uskovnica (Razpotje);1215;46.32670;13.91070;Mali Triglav;2725;čez Planiko;355;12.48;3;1;;1510;1725;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;72;104;0
4;19;Mangartsko sedlo;2055;46.44370;13.64160;Mangart;2679;Slovenska pot;120;1.94;3;1;B;624;624;Julijske Alpe - zahodni del 1.50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;432387;36;277
4;169;Mangartsko sedlo;2055;46.44370;13.64160;Mangart;2679;Italijanska pot;120;2.29;2;1;;624;624;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;263270;27;137
4;1762;Belopeška jezera;929;46.47330;13.67130;Mangart;2679;Via Italiana;330;6.42;2;1;C;1750;1800;Julijske Alpe - zahodni del 1: 50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;210592;74;252
4;1763;Loška Koritnica;727;46.41470;13.62950;Mangart;2679;;420;8.96;3;1;B/C;1952;2050;Julijske Alpe - zahodni del 1 : 50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;44718;59;11
4;6050;Pri Mlinču;1094;46.42340;13.59370;Mangart;2679;slovenska pot;285;7.98;3;1;;1585;1585;Julijske Alpe - zahodni del 1:50.000;čelada, komplet za samovarovanje, svetilka;čelada, komplet za samovarovanje, cepin, dereze, svetilka;17580;96;1
4;6049;Pri Mlinču;1094;46.42340;13.59370;Mangart;2679;italijanska pot;285;8.34;2;1;;1585;1585;Julijske Alpe - zahodni del 1:50.000;čelada, svetilka;čelada, cepin, dereze, svetilka;16660;87;0
4;6045;Pri Mlinču;1094;46.42340;13.59370;Mangart;2679;čez Gladki rob in po slovenski poti;285;7.98;3;0;;1585;1595;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, komplet za samovarovanje, cepin, dereze;14060;99;2
4;6044;Pri Mlinču;1094;46.42340;13.59370;Mangart;2679;čez Gladki rob in po italijanski poti;285;8.34;2;0;;1585;1595;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;9770;90;0
5;170;Poldov rovt (Vrata);941;;;Visoki Rokav;2646;;390;;;0;;1705;1705;Triglav 1:25.000;čelada, cepin, dereze;čelada, cepin, dereze;46386;0;25
5;2890;Poldov rovt (Vrata);941;;;Visoki Rokav;2646;preko Velikega Oltarja (po grebenu);540;;;0;;1705;1705;Triglav 1:25.000;čelada, cepin, dereze, svetilka;čelada, cepin, dereze, svetilka;21158;11;15
6;570;NC Planica;945;46.47600;13.72410;Jalovec;2645;mimo bivaka in čez Kotovo sedlo;370;9.97;3;1;;1700;1725;TNP 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;250591;68;144
6;569;Vršič;1611;46.43360;13.74350;Jalovec;2645;mimo Zavetišča pod Špičkom;360;9.15;3;1;;1034;1450;TNP 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;141487;60;81
6;173;Vršič;1611;46.43360;13.74350;Jalovec;2645;čez Jalovško škrbino;355;8.19;3;1;;1034;1350;TNP 1:50.000;čelada;čelada, cepin, dereze;97760;55;92
6;175;Zadnja Trenta (Flori);900;46.40430;13.70980;Jalovec;2645;mimo Zavetišča pod Špičkom;345;5.98;3;1;;1745;1755;TNP 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;68820;46;48
6;571;NC Planica;945;46.47600;13.72410;Jalovec;2645;čez Jalovško škrbino;390;9.39;3;1;;1700;1700;TNP 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;64834;62;71
6;174;Zadnja Trenta (Flori);900;46.40430;13.70980;Jalovec;2645;čez Jalovško škrbino;340;5.58;3;1;;1745;1760;TNP 1:50.000;čelada;čelada, cepin, dereze;34511;46;21
6;2893;Dom v Tamarju;1108;46.47600;13.72410;Jalovec;2645;zimski plezalni vzpon skozi zimski kamin;330;;;0;;1537;1537;TNP 1:50.000, Kranjska Gora 1: 25.000, Julijske Alpe-zahodni del, 1: 50.000;Priporočena oprema (zima): čelada, cepin, dereze, svetilka;čelada, cepin, dereze, svetilka;25559;14;1
6;2301;Loška Koritnica;727;46.41470;13.62950;Jalovec;2645;mimo Zavetišča pod Špičkom;450;8.63;3;1;;1918;2150;Julijske Alpe - zahodni del 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;24725;94;22
6;4159;NC Planica;945;46.47600;13.72410;Jalovec;2645;po melišču in čez Kotovo sedlo;370;9.73;3;1;;1700;1725;Kranjska Gora 1:30.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;21055;61;4
6;2305;Bavšica;698;46.36990;13.62990;Jalovec;2645;;455;9.67;3;1;;1947;2200;Julijske Alpe - zahodni del 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;16812;93;0
7;176;Poldov rovt (Vrata);941;46.42160;13.86289;Veliki Oltar;2621;mimo bivaka;360;4.44;;0;;1680;1680;Tiglav 1:25.000;čelada;čelada, cepin, dereze;66085;46;34
7;4631;Ruski križ;1036;46.44440;13.77460;Veliki Oltar;2621;po SZ grebenu;360;;;0;;1585;1820;TNP 1:50.000;čelada, cepin, dereze, svetilka;čelada, cepin, dereze, svetilka;21996;11;19
8;177;Ruski križ;1036;46.44440;13.77460;Velika Martuljška Ponca;2602;;360;6.66;;0;;1566;1725;TNP 1:50.000;čelada, cepin, dereze;čelada, cepin, dereze;40280;0;11
9;178;Zadnjica;642;46.38240;13.76040;Razor;2601;;360;11.03;3;1;C;1959;1990;Triglav 1.25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;126199;69;55
9;179;Vršič;1611;46.43360;13.74350;Razor;2601;;330;8.01;3;1;C;990;1350;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;122432;68;81
9;267;Aljažev dom v Vratih;987;46.41280;13.84660;Razor;2601;čez Sovatno;390;8.44;3;1;C;1614;1845;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;70860;79;57
9;760;Ruski križ;1036;46.44440;13.77460;Razor;2601;čez Kriško steno;450;9.77;3;1;C;1565;2000;TNP 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;31563;110;9
10;181;Aljažev dom v Vratih;987;46.41280;13.84660;Dolkova špica;2591;zahodna pot;315;6.48;2;1;;1604;1630;Triglav 1:25.000;čelada;čelada, cepin, dereze;55162;48;20
10;180;Aljažev dom v Vratih;987;46.41280;13.84660;Dolkova špica;2591;vzhodna pot;330;6.47;3;1;;1604;1680;Triglav 1.25.000;čelada;čelada, cepin, dereze;25955;58;5
10;3300;Aljažev dom v Vratih;987;46.41280;13.84660;Dolkova špica;2591;po JV grebenu;300;;;0;;1604;1604;Triglav 1.25.000;čelada;čelada, cepin, dereze, svetilka;19437;10;16
10;270;Ruski križ;1036;46.44440;13.77460;Dolkova špica;2591;čez Kriško steno;355;8.26;3;1;;1555;1750;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;16836;69;5
10;6569;Pišnica;850;46.46880;13.78330;Dolkova špica;2591;čez Kriško steno;395;10.62;3;1;;1741;1860;TNP 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;2180;75;0
10;10694;Zadnjica;642;46.38240;13.76040;Dolkova špica;2591;;425;13.06;2;1;;1949;2150;Triglav 1:25.000;čelada;čelada, cepin, dereze;147;80;0
12;182;D Postaja;2202;46.33260;13.53840;Visoki Kanin;2587;;150;3.65;3;1;;385;750;Julijske Alpe - zahodni del 1 : 50.000;čelada;čelada, cepin, dereze;106994;24;119
12;2290;Nevejski preval;1170;46.38740;13.47340;Visoki Kanin;2587;Via ferrata Divisione Julia;285;6.56;3;1;C;1417;1430;Julijske Alpe - zahodni del 1:50.000;čelada, komplet za samovarovanje, cepin, dereze;čelada, komplet za samovarovanje, cepin, dereze;53746;68;69
12;1744;Gozdec;1075;46.33850;13.49390;Visoki Kanin;2587;čez Zadnji dol;360;7.11;3;1;;1512;1615;Julijske Alpe - zahodni del 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;30548;77;31
12;2289;Nevejski preval;1170;46.38740;13.47340;Visoki Kanin;2587;Via ferrata Rosalba Grasselli;375;9.21;3;1;B/C;1417;1650;Julijske Alpe - zahodni del 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;25292;98;10
12;7455;Gozdec;1075;46.33850;13.49390;Visoki Kanin;2587;mimo Doma Petra Skalarja na Kaninu;400;8.18;3;1;;1512;1850;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;4666;114;0
12;9846;Gozdec;1075;46.33850;13.49390;Visoki Kanin;2587;Visoka Rezijanska pot;420;7.93;3;1;;1512;1830;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;1070;156;0
12;9842;Korito / Coritis;625;46.34902;13.39453;Visoki Kanin;2587;Via Normale Resiana;370;6.55;2;1;;1962;2010;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;671;119;0
12;9899;Korito / Coritis;574;46.34879;13.39032;Visoki Kanin;2587;Via ferrata Rosalba Grasselli;410;10.64;3;1;B/C;2013;2150;Tabacco 27;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;593;138;0
13;271;D Postaja;2202;46.33260;13.53840;Mali Kanin;2571;;165;3.86;3;1;;369;600;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;18253;30;4
13;9943;Gozdec;1075;46.33850;13.49390;Mali Kanin;2571;Visoka Rezijanska pot;400;7.56;3;1;;1496;1800;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;301;145;0
13;9841;Korito / Coritis;625;46.34902;13.39453;Mali Kanin;2571;Via Normale Resiana;350;6.18;2;1;;1946;1980;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;301;108;0
14;185;Zadnjica;642;46.38240;13.76040;Kanjavec;2569;čez Prehodavce;375;11.56;1;1;;1927;1990;Triglav 1 : 25.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;71607;87;28
14;186;Planina Blato;1147;46.31120;13.85010;Kanjavec;2569;po dolini Za Kopico;335;10.85;1;1;;1422;1575;Triglav 1 : 25.000;čelada;čelada, cepin, dereze;65518;85;32
14;272;Koča pri Savici;653;46.28960;13.80220;Kanjavec;2569;po Dolini Triglavskih jezer;390;12.54;2;1;;1916;2000;Triglav 1:25.000;čelada;čelada, cepin, dereze;47428;91;20
14;184;Zadnjica;642;46.38240;13.76040;Kanjavec;2569;čez Dolič;395;11.37;2;1;;1927;1950;Triglav 1 : 25.000;čelada;čelada, cepin, dereze;46077;52;23
14;1357;Planina Blato;1147;46.31120;13.85010;Kanjavec;2569;po Dolini za Debelim vrhom;345;9.20;;0;;1422;1620;TNP 1 : 50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;17130;52;5
14;1358;Planina Blato;1147;46.31120;13.85010;Kanjavec;2569;po Dolini za Mišelj vrhom;375;11.36;;0;;1422;1720;TNP 1 : 50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;11733;48;1
14;2692;Planina Blato;1147;46.31120;13.85010;Kanjavec;2569;čez Planino Krstenico in po Dolini za Debelim vrhom;360;10.10;;0;;1422;1500;Triglav 1:25.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;10253;92;2
14;6500;Aljažev dom v Vratih;987;46.41280;13.84660;Kanjavec;2569;;420;10.97;2;1;;1582;1900;TNP 1:50.000;čelada;čelada, cepin, dereze;5730;89;1
16;54;V Koncu;900;46.34200;14.56820;Grintovec;2558;čez Streho;270;5.25;1;1;;1658;1658;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;516429;45;382
16;647;Suhadolnik;901;46.33520;14.51020;Grintovec;2558;čez Streho;285;6.58;2;1;;1657;1700;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;181050;76;74
16;538;V Koncu;900;46.34200;14.56820;Grintovec;2558;čez Kokrsko in Mlinarsko sedlo;330;6.55;3;1;;1658;1750;Kamniške in Savinjske Alpe 1:50.000;čelada;čelada, cepin, dereze;103927;51;60
16;671;Ravenska Kočna;1000;46.38500;14.53640;Grintovec;2558;mimo žičnice in po Frischaufovi poti;315;6.16;3;1;;1558;1558;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;66617;55;45
16;679;Ravenska Kočna;1000;46.38500;14.53640;Grintovec;2558;mimo žičnice in po Kremžarjevi poti;315;6.46;3;1;;1558;1558;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;45747;47;23
16;651;Suhadolnik;901;46.33520;14.51020;Grintovec;2558;čez Kokrsko in Mlinarsko sedlo;345;7.89;3;1;;1657;1800;Kamniške in Savinjske Alpe 1:50.000;čelada;čelada, cepin, dereze;41649;76;5
16;753;V  Koncu;900;46.34200;14.56820;Grintovec;2558;čez Gamsov skret;315;6.47;3;0;;1658;1750;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;28118;78;12
16;5475;Ravenska Kočna;1000;46.38500;14.53640;Grintovec;2558;po ferati in Frischaufovi poti;345;5.34;2;1;;1558;1558;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;23898;79;2
16;5098;V Koncu;900;46.34200;14.56820;Grintovec;2558;čez Dolge stene;300;5.10;;0;;1658;1658;Kamniške in savinjske Alpe 1:50.000;čelada;čelada, cepin, dereze;18789;43;15
16;5476;Ravenska Kočna;1000;46.38500;14.53640;Grintovec;2558;po ferati in Kremžarjevi poti;345;5.63;2;1;;1558;1558;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;17548;71;1
16;5473;Ravenska Kočna;1000;46.38500;14.53640;Grintovec;2558;umik Žrela in po Frischaufovi poti;320;6.19;3;1;;1558;1575;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;6471;70;0
16;5478;Ravenska Kočna;980;46.38920;14.53190;Grintovec;2558;čez Štularjevo planino in po Kremžarjevi poti;330;6.68;3;1;;1578;1578;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;5088;38;0
16;5477;Ravenska Kočna;980;46.38920;14.53190;Grintovec;2558;čez Štularjevo planino in po Frischaufovi poti;330;6.38;3;1;;1578;1578;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;4979;46;0
16;5474;Ravenska Kočna;1000;46.38500;14.53640;Grintovec;2558;umik Žrela in po Kremžarjevi poti;320;6.49;3;1;;1558;1575;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;4954;62;0
17;273;Zadnjica;642;46.38240;13.76040;Glava v Zaplanji;2556;čez Dolič;390;12.53;1;0;;1914;1950;Triglav 1:25.000;čelada;čelada, cepin, dereze;12630;57;27
17;188;Aljažev dom v Vratih;987;46.41280;13.84660;Glava v Zaplanji;2556;čez Plemenice;335;7.51;3;0;;1569;1575;Triglav 1 : 25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;9816;72;2
17;187;Zadnjica;642;46.38240;13.76040;Glava v Zaplanji;2556;čez Plemenice;385;10.51;3;0;;1914;1920;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;5856;65;0
17;735;Planina Blato;1147;46.31120;13.85010;Glava v Zaplanji;2556;po dolini Za Kopico;425;14.70;1;0;;1409;1745;Triglav 1:25.000;čelada;čelada, cepin, dereze;5732;91;0
18;191;Vršič;1611;46.43360;13.74350;Prisank / Prisojnik;2547;Kopiščarjeva pot;230;3.74;3;1;B/C;936;1025;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;280982;71;282
18;190;Vršič;1611;46.43360;13.74350;Prisank / Prisojnik;2547;Slovenska pot;210;4.43;2;1;;936;1000;Triglav 1:25.000;čelada;čelada, cepin, dereze;236370;54;125
18;189;Vršič;1611;46.43360;13.74350;Prisank / Prisojnik;2547;Grebenska pot;210;4.36;3;1;;936;1000;TNP 1 : 50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;130245;64;80
18;2283;Koča na Gozdu;1226;46.43990;13.76240;Prisank / Prisojnik;2547;Hanzova pot;300;3.99;3;1;B/C;1321;1350;TNP 1:50.000;čelada, komplet za samovarovanje, cepin, dereze;čelada, komplet za samovarovanje, cepin, dereze;124149;79;164
18;1838;Vršič;1611;46.43360;13.74350;Prisank / Prisojnik;2547;Jubilejna pot;360;8.23;3;1;;936;1350;Triglav 1 : 25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;73498;67;52
