id;ime_gore;drzava;gorovje;visina;sirina_dolzina;vrsta;ogledi;priljubljenost;stevilo_slik;stevilo_poti;stevilo_gps_sledi;vpisna_knjiga;povezava
1914;Sveti Miklavž na Gori;Slovenija;Kamniško Savinjske Alpe;757;46,2332°N 14,7311°E;vrh, cerkev;349065;78% (838. mesto);8;1;1;2;https://www.hribi.net/gora/sveti_miklavz_na_gori/3/1914
1915;Prevala;Slovenija;Kamniško Savinjske Alpe;1163;46,2523°N 14,7509°E;planina, sedlo;389012;82% (702. mesto);7;3;0;;https://www.hribi.net/gora/prevala/3/1915
1917;Grpišca;Avstrija, Slovenija;Karavanke;1676;46,5065°N 13,799°E;vrh;234137;67% (1261. mesto);3;1;0;;https://www.hribi.net/gora/grpisca/11/1917
1918;Tamarča;Avstrija, Slovenija;Karavanke;1728;46,5063°N 13,8119°E;vrh;194998;63% (1410. mesto);2;1;0;;https://www.hribi.net/gora/tamarca/11/1918
1920;Sveti Ilija (Planina);Slovenija;Posavsko hribovje in Dolenjska;747;45,62303°N 15,11115°E;cerkev;234648;67% (1259. mesto);2;1;0;;https://www.hribi.net/gora/sveti_ilija_planina/25/1920
1921;Grad Lindek;Slovenija;Karavanke;695;46,3526°N 15,3253°E;vrh;267428;70% (1137. mesto);7;1;1;5;https://www.hribi.net/gora/grad_lindek/11/1921
1922;Lindeški slap;Slovenija;Karavanke;555;46,3502°N 15,3222°E;slap;156760;59% (1557. mesto);1;1;0;10;https://www.hribi.net/gora/lindeski_slap/11/1922
1924;Žbajnek;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1538;46,24264°N 14,05003°E;vrh;303650;74% (1008. mesto);3;2;0;;https://www.hribi.net/gora/zbajnek/21/1924
1925;Kačji rob (Ovharn);Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1552;46,2423°N 14,0569°E;vrh;351848;78% (830. mesto);3;3;0;;https://www.hribi.net/gora/kacji_rob_ovharn/21/1925
1926;Ruš;Slovenija;Karavanke;1614;46,402°N 14,4365°E;vrh;197030;63% (1401. mesto);7;4;0;;https://www.hribi.net/gora/rus/11/1926
1927;Veliki vrh nad Komatevro;Slovenija;Karavanke;1634;46,41594°N 14,4326°E;vrh;179776;62% (1469. mesto);3;1;0;;https://www.hribi.net/gora/veliki_vrh_nad_komatevro/11/1927
1928;Sveti Lenart (Bača pri Podbrdu);Slovenija;Julijske Alpe;751;46,2219°N 13,9723°E;cerkev;183426;62% (1457. mesto);4;1;0;;https://www.hribi.net/gora/sveti_lenart_baca_pri_podbrdu/1/1928
1929;Reber;Slovenija;Posavsko hribovje in Dolenjska;878;46,17701°N 14,86886°E;vrh;247801;68% (1209. mesto);6;3;0;1;https://www.hribi.net/gora/reber/25/1929
1930;Snežna jama na Mežakli;Slovenija;Julijske Alpe;1130;46,4156°N 14,0566°E;Vremenska napoved:;317497;75% (949. mesto);4;1;0;;https://www.hribi.net/gora/snezna_jama_na_mezakli/1/1930
1931;Hribarska (Huda) zijalka;Slovenija;Karavanke;1140;46,4278°N 14,682°E;Vremenska napoved:;157901;59% (1554. mesto);6;1;0;;https://www.hribi.net/gora/hribarska_huda_zijalka/11/1931
1932;Sveti Tomaž nad Praprotnim;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;666;46,1855°N 14,2445°E;vrh, cerkev;297555;73% (1029. mesto);6;1;0;;https://www.hribi.net/gora/sveti_tomaz_nad_praprotnim/21/1932
1933;Pašnik Lipovec;Slovenija;Posavsko hribovje in Dolenjska;790;46,2063°N 14,8473°E;planina, sedlo;186609;62% (1441. mesto);4;1;0;1;https://www.hribi.net/gora/pasnik_lipovec/25/1933
1934;Lipovec;Slovenija;Posavsko hribovje in Dolenjska;848;46,208°N 14,8468°E;vrh;212169;65% (1351. mesto);3;1;0;;https://www.hribi.net/gora/lipovec/25/1934
1935;Rovnik;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;707;46,26318°N 14,25807°E;vrh;156593;59% (1558. mesto);6;2;0;;https://www.hribi.net/gora/rovnik/21/1935
1938;Srnjak;Slovenija;Karavanke;955;46,4941°N 13,7853°E;koča;282837;72% (1080. mesto);2;1;0;;https://www.hribi.net/gora/srnjak/11/1938
1939;Koča pri Peričniku;Slovenija;Julijske Alpe;750;46,4385°N 13,8962°E;koča;303189;74% (1011. mesto);2;2;0;1;https://www.hribi.net/gora/koca_pri_pericniku/1/1939
1941;Bukov Vrh (Trnovski gozd);Slovenija;Goriško, Notranjsko in Snežniško hribovje;1314;45,99013°N 13,88505°E;vrh;290442;72% (1054. mesto);4;0;0;;https://www.hribi.net/gora/bukov_vrh_trnovski_gozd/26/1941
1943;Medrce;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1410;46,16925°N 13,98366°E;vrh;233036;67% (1265. mesto);8;6;0;;https://www.hribi.net/gora/medrce/21/1943
1944;Primož;Slovenija;Goriško, Notranjsko in Snežniško hribovje;718;45,67011°N 14,20253°E;vrh;264564;70% (1145. mesto);12;2;0;5;https://www.hribi.net/gora/primoz/26/1944
1945;Šilentabor;Slovenija;Goriško, Notranjsko in Snežniško hribovje;751;45,6502°N 14,2073°E;vrh;297004;73% (1032. mesto);8;6;0;1;https://www.hribi.net/gora/silentabor/26/1945
1946;Sveti Martin (Šilentabor);Slovenija;Goriško, Notranjsko in Snežniško hribovje;723;45,6447°N 14,2082°E;cerkev;165689;60% (1524. mesto);11;4;0;1;https://www.hribi.net/gora/sveti_martin_silentabor/26/1946
1947;Planinski dom na Zasavski Sveti gori;Slovenija;Posavsko hribovje in Dolenjska;822;46,1277°N 14,8972°E;koča;317311;75% (951. mesto);2;8;3;4;https://www.hribi.net/gora/planinski_dom_na_zasavski_sveti_gori/25/1947
1948;Roviškovec;Slovenija;Posavsko hribovje in Dolenjska;930;46,12649°N 14,9034°E;vrh;235117;67% (1258. mesto);4;3;0;2;https://www.hribi.net/gora/roviskovec/25/1948
1949;Pleše;Slovenija;Posavsko hribovje in Dolenjska;866;46,1313°N 14,9237°E;vrh;227584;67% (1280. mesto);3;4;0;;https://www.hribi.net/gora/plese/25/1949
1950;Ahac;Slovenija;Goriško, Notranjsko in Snežniško hribovje;799;45,56333°N 14,27763°E;vrh, cerkev;204657;64% (1376. mesto);7;6;0;1;https://www.hribi.net/gora/ahac/26/1950
1952;Stari grad;Slovenija;Goriško, Notranjsko in Snežniško hribovje;703;45,8252°N 14,2741°E;vrh;169187;61% (1508. mesto);2;1;2;;https://www.hribi.net/gora/stari_grad/26/1952
1954;Unška koliševka;Slovenija;Goriško, Notranjsko in Snežniško hribovje;594;45,8156°N 14,2659°E;Vremenska napoved:;351621;78% (832. mesto);11;2;1;;https://www.hribi.net/gora/unska_kolisevka/26/1954
1955;Strmca;Slovenija;Polhograjsko hribovje in Ljubljana;472;46,0238°N 14,3578°E;vrh;180221;62% (1468. mesto);3;7;3;;https://www.hribi.net/gora/strmca/5/1955
1957;Vrh;Slovenija;Goriško, Notranjsko in Snežniško hribovje;777;45,617°N 14,2313°E;vrh;116989;55% (1707. mesto);3;1;0;;https://www.hribi.net/gora/vrh/26/1957
1958;Gradišče (Čepan);Slovenija;Goriško, Notranjsko in Snežniško hribovje;791;45,6271°N 14,2189°E;vrh;126903;56% (1667. mesto);5;1;0;;https://www.hribi.net/gora/gradisce_cepan/26/1958
1959;Veliko Gradišče;Slovenija;Goriško, Notranjsko in Snežniško hribovje;742;45,64012°N 13,92863°E;vrh;252604;69% (1195. mesto);4;2;1;6;https://www.hribi.net/gora/veliko_gradisce/26/1959
1960;Lovska koča na Toli;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1040;46,2328°N 14,1155°E;koča;189987;63% (1431. mesto);2;2;0;;https://www.hribi.net/gora/lovska_koca_na_toli/21/1960
1962;Planinski dom Vrhe;Slovenija;Posavsko hribovje in Dolenjska;908;46,1895°N 15,0049°E;koča, sedlo, cerkev;310373;74% (978. mesto);4;6;0;2;https://www.hribi.net/gora/planinski_dom_vrhe/25/1962
1963;Javor;Slovenija;Posavsko hribovje in Dolenjska;1132;46,1831°N 15,0166°E;vrh;417429;84% (607. mesto);4;6;0;2;https://www.hribi.net/gora/javor/25/1963
1964;Rodne;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;698;46,1309°N 13,9281°E;vrh, bivak;161056;60% (1540. mesto);10;1;0;;https://www.hribi.net/gora/rodne/21/1964
1965;Divje babe;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;450;46,1124°N 13,9167°E;Vremenska napoved:;288759;72% (1063. mesto);4;1;0;;https://www.hribi.net/gora/divje_babe/21/1965
1966;Sveti Ivan nad Divjimi babami;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;573;46,11022°N 13,91748°E;vrh, cerkev;143430;58% (1606. mesto);5;1;0;;https://www.hribi.net/gora/sveti_ivan_nad_divjimi_babami/21/1966
1967;Šebrelje;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;639;46,0927°N 13,9177°E;cerkev;247663;68% (1210. mesto);8;1;0;;https://www.hribi.net/gora/sebrelje/21/1967
1968;Vrhovec;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1079;46,0637°N 13,9119°E;vrh;271135;71% (1124. mesto);5;2;0;1;https://www.hribi.net/gora/vrhovec/21/1968
1969;Jagršče;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;663;46,0879°N 13,9422°E;cerkev;149126;59% (1584. mesto);2;1;1;;https://www.hribi.net/gora/jagrsce/21/1969
1970;Bezovec (Dobrovlje);Slovenija;Kamniško Savinjske Alpe;857;46,2976°N 15,005°E;vrh;164459;60% (1526. mesto);3;4;0;;https://www.hribi.net/gora/bezovec_dobrovlje/3/1970
1972;Dom na Dobrovljah;Slovenija;Kamniško Savinjske Alpe;745;46,3009°N 14,9965°E;koča;206170;64% (1371. mesto);3;2;2;;https://www.hribi.net/gora/dom_na_dobrovljah/3/1972
1973;Sveti Janez in Pavel (Dobrovlje);Slovenija;Kamniško Savinjske Alpe;862;46,2833°N 14,9873°E;planina, sedlo, cerkev;162394;60% (1535. mesto);2;3;0;;https://www.hribi.net/gora/sveti_janez_in_pavel_dobrovlje/3/1973
1974;Grmada (Dobrovlje);Slovenija;Kamniško Savinjske Alpe;898;46,28071°N 14,99014°E;vrh;212752;65% (1346. mesto);2;3;0;;https://www.hribi.net/gora/grmada_dobrovlje/3/1974
1975;Zagrebenc;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;763;45,97621°N 14,01134°E;vrh;140082;58% (1618. mesto);3;1;0;1;https://www.hribi.net/gora/zagrebenc/21/1975
1976;Petelinjek;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1212;45,6782°N 14,5531°E;vrh;242635;68% (1231. mesto);2;2;0;;https://www.hribi.net/gora/petelinjek/26/1976
1977;Velika Jazbina;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1201;45,6814°N 14,5568°E;vrh;186078;62% (1445. mesto);1;1;0;1;https://www.hribi.net/gora/velika_jazbina/26/1977
1978;Veliki vrh nad Završnikom;Slovenija;Karavanke;968;46,38183°N 14,3068°E;vrh;186170;62% (1443. mesto);11;5;0;3;https://www.hribi.net/gora/veliki_vrh_nad_zavrsnikom/11/1978
1981;Lobnikov vrh;Slovenija;Pohorje, Dravinjske gorice in Haloze;705;46,5613°N 15,4454°E;vrh;131258;57% (1649. mesto);3;4;0;;https://www.hribi.net/gora/lobnikov_vrh/4/1981
1982;Sljeme;Hrvaška;Gorjanci, Medvednica in Medžimurje;1033;45,89938°N 15,94803°E;vrh, koča;287342;72% (1066. mesto);3;8;0;1;https://www.hribi.net/gora/sljeme/61/1982
1983;Kopa (Cimprovka);Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1360;46,16268°N 14,00431°E;vrh;245950;68% (1217. mesto);6;3;0;;https://www.hribi.net/gora/kopa_cimprovka/21/1983
1984;Lašček;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1071;46,079°N 13,773°E;vrh;342405;77% (867. mesto);3;4;1;;https://www.hribi.net/gora/lascek/26/1984
1987;Vrh Skopice;Slovenija;Goriško, Notranjsko in Snežniško hribovje;863;46,09277°N 13,80971°E;vrh;153136;59% (1567. mesto);2;2;0;;https://www.hribi.net/gora/vrh_skopice/26/1987
1988;Slap v Sopotih (Pršjak);Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;360;46,0535°N 13,8368°E;slap;226633;66% (1285. mesto);14;1;0;;https://www.hribi.net/gora/slap_v_sopotih_prsjak/21/1988
1989;Planina Vodični vrh;Slovenija;Julijske Alpe;1494;46,3015°N 13,8437°E;planina;310021;74% (979. mesto);4;2;0;1;https://www.hribi.net/gora/planina_vodicni_vrh/1/1989
1990;Pasarićev Kuk;Hrvaška;Velebit;1630;;vrh;177769;61% (1475. mesto);4;1;0;;https://www.hribi.net/gora/pasaricev_kuk/30/1990
1991;Bitenjska planina;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;901;46,2745°N 14,0336°E;planina;159262;60% (1547. mesto);4;2;0;;https://www.hribi.net/gora/bitenjska_planina/21/1991
1992;Ribčeva planina;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1115;46,2646°N 14,0515°E;Vremenska napoved:;176849;61% (1477. mesto);3;2;0;;https://www.hribi.net/gora/ribceva_planina/21/1992
1994;Vrhe (nad Dobrovo);Slovenija;Polhograjsko hribovje in Ljubljana;603;46,05656°N 14,38604°E;vrh;192548;63% (1422. mesto);11;2;0;13;https://www.hribi.net/gora/vrhe_nad_dobrovo/5/1994
1995;Mešenik;Slovenija;Kamniško Savinjske Alpe;1099;46,3259°N 14,5996°E;vrh;155500;59% (1561. mesto);1;0;0;;https://www.hribi.net/gora/mesenik/3/1995
1996;Planina Zajamniki;Slovenija;Julijske Alpe;1280;46,3127°N 13,9344°E;koča, planina;793287;98% (62. mesto);9;3;1;2;https://www.hribi.net/gora/planina_zajamniki/1/1996
1997;Počitniški dom Goričane;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1145;46,298°N 14,0758°E;Vremenska napoved:;198566;64% (1397. mesto);1;1;0;;https://www.hribi.net/gora/pocitniski_dom_goricane/21/1997
1998;Selska planina;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1140;46,2925°N 14,0945°E;planina;200922;64% (1391. mesto);5;1;0;;https://www.hribi.net/gora/selska_planina/21/1998
1999;Oblakova planina;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1100;46,317°N 14,0805°E;planina;183048;62% (1460. mesto);4;2;0;;https://www.hribi.net/gora/oblakova_planina/21/1999
2000;Planina Tamar;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1124;46,313°N 14,0796°E;planina;405271;83% (646. mesto);8;2;0;;https://www.hribi.net/gora/planina_tamar/21/2000
2001;Bivak Dal Bianco;Italija;Dolomiti;2730;46,42981°N 11,84605°E;bivak, sedlo;98420;54% (1781. mesto);12;2;0;;https://www.hribi.net/gora/bivak_dal_bianco/39/2001
2002;Sveti Gregor na Slemenih;Slovenija;Goriško, Notranjsko in Snežniško hribovje;737;45,7844°N 14,6409°E;vrh, koča, cerkev;184643;62% (1450. mesto);2;1;0;;https://www.hribi.net/gora/sveti_gregor_na_slemenih/26/2002
2003;Frdamane police;Slovenija;Julijske Alpe;2284;46,45198°N 13,80851°E;vrh;400697;83% (662. mesto);13;1;0;;https://www.hribi.net/gora/frdamane_police/1/2003
2004;Dürrensteinhütte / Rifugio Vallandro;Italija;Dolomiti;2040;46,64186°N 12,19563°E;koča, planina;59283;49% (1935. mesto);6;1;0;;https://www.hribi.net/gora/durrensteinhutte___rifugio_vallandro/39/2004
2005;Knollkopf / Col Rotondo dei Canope;Italija;Dolomiti;2204;46,63127°N 12,18927°E;vrh;61853;50% (1922. mesto);5;1;0;;https://www.hribi.net/gora/knollkopf___col_rotondo_dei_canope/39/2005
2006;Helltaler Schlechten;Italija;Dolomiti;2711;46,66515°N 12,19627°E;vrh;84227;52% (1835. mesto);12;1;0;;https://www.hribi.net/gora/helltaler_schlechten/39/2006
2007;Strudelköpf / Monte Specie;Italija;Dolomiti;2307;46,64466°N 12,21254°E;vrh;66459;50% (1902. mesto);6;2;0;;https://www.hribi.net/gora/strudelkopf___monte_specie/39/2007
2008;Monte Fumo / Rauhkofel;Italija;Dolomiti;2114;46,60612°N 12,2095°E;vrh;66055;50% (1905. mesto);5;2;0;;https://www.hribi.net/gora/monte_fumo___rauhkofel/39/2008
2009;Cima Ombretta di Mezzo;Italija;Dolomiti;2983;46,42618°N 11,84238°E;vrh;104879;54% (1753. mesto);8;3;0;;https://www.hribi.net/gora/cima_ombretta_di_mezzo/39/2009
2011;Jezerc;Slovenija;Pohorje, Dravinjske gorice in Haloze;1222;46,4899°N 15,3285°E;jezero;244883;68% (1225. mesto);8;4;0;1;https://www.hribi.net/gora/jezerc/4/2011
2012;Gran Cir / Große Cirspitze;Italija;Dolomiti;2592;46,55852°N 11,80625°E;vrh;94604;53% (1794. mesto);10;1;0;;https://www.hribi.net/gora/gran_cir___grosse_cirspitze/39/2012
2013;Jimmy Hütte;Italija;Dolomiti;2222;46,55632°N 11,81145°E;koča, planina;72398;51% (1881. mesto);5;1;0;;https://www.hribi.net/gora/jimmy_hutte/39/2013
2014;Col Toronn;Italija;Dolomiti;2655;46,56164°N 11,82475°E;vrh;79901;52% (1852. mesto);8;1;0;;https://www.hribi.net/gora/col_toronn/39/2014
2015;Sas Ciampac;Italija;Dolomiti;2672;46,56306°N 11,83531°E;vrh;107237;55% (1742. mesto);14;2;0;;https://www.hribi.net/gora/sas_ciampac/39/2015
2016;Lech de Crespeina;Italija;Dolomiti;2374;46,56828°N 11,82545°E;jezero;80988;52% (1848. mesto);8;1;0;;https://www.hribi.net/gora/lech_de_crespeina/39/2016
2017;Col Turont;Italija;Dolomiti;2419;46,5762°N 11,8207°E;vrh;66357;50% (1903. mesto);3;1;0;;https://www.hribi.net/gora/col_turont/39/2017
2018;Rifugio Puez / Puez Hütte;Italija;Dolomiti;2475;46,59005°N 11,82932°E;koča;82609;52% (1841. mesto);14;4;0;;https://www.hribi.net/gora/rifugio_puez___puez_hutte/39/2018
2020;Sveti Duh na Ostrem Vrhu;Slovenija;Strojna, Košenjak, Kozjak in Slovenske gorice;904;46,6149°N 15,4593°E;cerkev;362889;79% (793. mesto);11;6;2;1;https://www.hribi.net/gora/sveti_duh_na_ostrem_vrhu/162/2020
2021;Rifugio Col Pradat;Italija;Dolomiti;2038;46,5616°N 11,85914°E;vrh, koča;64924;50% (1910. mesto);7;1;0;;https://www.hribi.net/gora/rifugio_col_pradat/39/2021
2022;Rifugio Edelweiss;Italija;Dolomiti;1832;46,56349°N 11,85325°E;koča, planina;75134;51% (1870. mesto);4;1;0;;https://www.hribi.net/gora/rifugio_edelweiss/39/2022
2023;Sassongher;Italija;Dolomiti;2665;46,5679°N 11,86429°E;vrh;113378;55% (1722. mesto);9;1;0;1;https://www.hribi.net/gora/sassongher/39/2023
2024;sedlo;Gorovje:;Višina: 1093 m;1093;;koča, sedlo;45899;48% (1984. mesto);0;0;0;;https://www.hribi.net/gora/sedlo/126/2024
2025;Bivak Fiamme Gialle;Italija;Dolomiti;3005;46,28391°N 11,82821°E;bivak;98547;54% (1780. mesto);5;3;0;;https://www.hribi.net/gora/bivak_fiamme_gialle/39/2025
2026;Cima Vezzana;Italija;Dolomiti;3192;46,29004°N 11,82972°E;vrh;165859;60% (1523. mesto);4;3;0;;https://www.hribi.net/gora/cima_vezzana/39/2026
2027;Il Nuvolo;Italija;Dolomiti;3075;46,28548°N 11,83144°E;vrh;115567;55% (1713. mesto);3;3;0;;https://www.hribi.net/gora/il_nuvolo/39/2027
2028;Rifugio Rosetta;Italija;Dolomiti;2581;46,26722°N 11,83864°E;koča;82534;52% (1842. mesto);5;2;0;;https://www.hribi.net/gora/rifugio_rosetta/39/2028
2029;Rifugio Malga Pala;Italija;Dolomiti;1897;46,27202°N 11,81455°E;koča, planina;67069;50% (1901. mesto);4;1;0;;https://www.hribi.net/gora/rifugio_malga_pala/39/2029
2030;Rifugio Colverde;Italija;Dolomiti;1965;46,27193°N 11,82168°E;koča;51529;49% (1965. mesto);3;1;0;;https://www.hribi.net/gora/rifugio_colverde/39/2030
2031;Cima della Rosetta;Italija;Dolomiti;2743;46,26273°N 11,83134°E;vrh;103778;54% (1759. mesto);7;2;0;;https://www.hribi.net/gora/cima_della_rosetta/39/2031
2033;Rifugio Pisciadu;Italija;Dolomiti;2585;46,53626°N 11,82148°E;koča, jezero;139727;58% (1620. mesto);13;2;0;;https://www.hribi.net/gora/rifugio_pisciadu/39/2033
2034;Cima Pisciadu;Italija;Dolomiti;2985;46,5314°N 11,82517°E;vrh;216218;65% (1329. mesto);18;2;0;;https://www.hribi.net/gora/cima_pisciadu/39/2034
2035;Rifugio Boe;Italija;Dolomiti;2873;46,51433°N 11,82348°E;koča;121963;56% (1684. mesto);7;3;0;;https://www.hribi.net/gora/rifugio_boe/39/2035
2037;Rifugio Toni Demetz;Italija;Dolomiti;2685;46,51469°N 11,73953°E;koča, sedlo;78731;52% (1855. mesto);4;1;0;;https://www.hribi.net/gora/rifugio_toni_demetz/39/2037
2038;Rifugio Vicenza;Italija;Dolomiti;2253;46,52°N 11,72361°E;koča;65294;50% (1908. mesto);4;1;0;;https://www.hribi.net/gora/rifugio_vicenza/39/2038
2039;Sassopiatto / Plattkofel;Italija;Dolomiti;2969;46,51332°N 11,71634°E;vrh;130448;57% (1653. mesto);8;2;0;;https://www.hribi.net/gora/sassopiatto___plattkofel/39/2039
2040;Zehnernock;Avstrija;Ziljske Alpe;1956;46,5976°N 13,6973°E;vrh, planina;141127;58% (1615. mesto);3;1;0;;https://www.hribi.net/gora/zehnernock/31/2040
2041;Veliki Mošenik / Große Muschenig;Avstrija;Karavanke;1021;46,50681°N 14,0973°E;vrh;114128;55% (1719. mesto);2;2;0;;https://www.hribi.net/gora/veliki_mosenik___grosse_muschenig/11/2041
2042;Podgorska planina / Maria Elender Alm;Avstrija;Karavanke;930;46,50489°N 14,09253°E;planina;109690;55% (1735. mesto);2;1;0;;https://www.hribi.net/gora/podgorska_planina___maria_elender_alm/11/2042
2043;Rifugio Friedrich August;Italija;Dolomiti;2298;46,50036°N 11,74531°E;koča, planina;73012;51% (1877. mesto);4;1;0;;https://www.hribi.net/gora/rifugio_friedrich_august/39/2043
2046;Großer Rosennock;Avstrija;Krške Alpe;2440;46,8771°N 13,71245°E;vrh;280956;72% (1090. mesto);4;2;0;;https://www.hribi.net/gora/grosser_rosennock/29/2046
2047;Rifugio Sandro Pertini;Italija;Dolomiti;2300;46,50233°N 11,72458°E;koča, planina;63825;50% (1914. mesto);5;1;0;1;https://www.hribi.net/gora/rifugio_sandro_pertini/39/2047
2048;Rifugio Sasso Piatto;Italija;Dolomiti;2300;46,50486°N 11,70117°E;koča, planina;73634;51% (1875. mesto);7;1;0;2;https://www.hribi.net/gora/rifugio_sasso_piatto/39/2048
2049;Monte Civetta;Italija;Dolomiti;3220;46,37992°N 12,05313°E;vrh;390412;82% (696. mesto);19;2;0;;https://www.hribi.net/gora/monte_civetta/39/2049
2050;Rifugio Sonino al Coldai;Italija;Dolomiti;2132;46,39916°N 12,06842°E;koča;76138;51% (1864. mesto);6;1;0;;https://www.hribi.net/gora/rifugio_sonino_al_coldai/39/2050
2051;Rifugio Torrani;Italija;Dolomiti;2984;46,37857°N 12,05671°E;koča;89299;53% (1817. mesto);5;1;0;;https://www.hribi.net/gora/rifugio_torrani/39/2051
2052;Rifugio Faloria;Italija;Dolomiti;2123;46,53228°N 12,17313°E;koča;69511;51% (1892. mesto);12;3;0;1;https://www.hribi.net/gora/rifugio_faloria/39/2052
2053;Rifugio Tondi;Italija;Dolomiti;2327;46,52771°N 12,1811°E;vrh, koča;75999;51% (1866. mesto);13;1;0;;https://www.hribi.net/gora/rifugio_tondi/39/2053
2054;Sella di Punta Nera;Italija;Dolomiti;2738;46,51827°N 12,1928°E;sedlo;90536;53% (1809. mesto);8;2;0;;https://www.hribi.net/gora/sella_di_punta_nera/39/2054
2055;Lago di Sorapiss / Rifugio Vandelli;Italija;Dolomiti;1926;46,52088°N 12,22446°E;koča, jezero;219462;66% (1314. mesto);8;1;0;;https://www.hribi.net/gora/lago_di_sorapiss___rifugio_vandelli/39/2055
2057;Rifugio Venezia;Italija;Dolomiti;1946;46,41554°N 12,15603°E;koča, bivak, planina;75893;51% (1868. mesto);8;1;0;;https://www.hribi.net/gora/rifugio_venezia/39/2057
2058;Monte Pena;Italija;Dolomiti;2196;46,40203°N 12,17699°E;vrh;95853;53% (1788. mesto);11;1;0;;https://www.hribi.net/gora/monte_pena/39/2058
2059;Große Kinigat / Monte Cavallino;Avstrija, Italija;Karnijske Alpe;2689;46,67551°N 12,52421°E;vrh;214334;65% (1336. mesto);10;2;0;;https://www.hribi.net/gora/grosse_kinigat___monte_cavallino/27/2059
2061;Obstansersee Hütte;Avstrija;Karnijske Alpe;2304;46,68443°N 12,49363°E;koča, jezero, planina;126669;56% (1668. mesto);7;1;0;;https://www.hribi.net/gora/obstansersee_hutte/27/2061
2062;Pfannspitze / Cima Vanscuro;Avstrija, Italija;Karnijske Alpe;2678;46,68066°N 12,5017°E;vrh;142255;58% (1610. mesto);6;1;0;;https://www.hribi.net/gora/pfannspitze___cima_vanscuro/27/2062
2063;Piz Ciampei;Italija;Dolomiti;2290;46,53014°N 11,98094°E;vrh;64455;50% (1911. mesto);5;1;0;;https://www.hribi.net/gora/piz_ciampei/39/2063
2064;Žalostna gora pri Preserju;Slovenija;Goriško, Notranjsko in Snežniško hribovje;418;45,9588°N 14,3947°E;vrh, cerkev;257811;69% (1172. mesto);5;2;0;10;https://www.hribi.net/gora/zalostna_gora_pri_preserju/26/2064
2065;Les Pizades;Italija;Dolomiti;2265;46,5319°N 11,94842°E;vrh;62651;50% (1919. mesto);6;1;0;;https://www.hribi.net/gora/les_pizades/39/2065
2066;Setsas;Italija;Dolomiti;2571;46,51946°N 11,95726°E;vrh;99925;54% (1774. mesto);18;2;0;1;https://www.hribi.net/gora/setsas/39/2066
2067;Col de Mesores / Sass dla Luesa;Italija;Dolomiti;2615;46,54294°N 11,81336°E;vrh;77562;52% (1858. mesto);6;1;0;;https://www.hribi.net/gora/col_de_mesores___sass_dla_luesa/39/2067
2071;Vovar;Slovenija;Kamniško Savinjske Alpe;940;46,25341°N 14,64641°E;vrh;266773;70% (1140. mesto);7;6;1;;https://www.hribi.net/gora/vovar/3/2071
2072;Vodnikov Vršac (Vršac nad Zadnjico);Slovenija;Julijske Alpe;2194;46,36306°N 13,79715°E;vrh;365669;80% (778. mesto);17;5;0;1;https://www.hribi.net/gora/vodnikov_vrsac_vrsac_nad_zadnjico/1/2072
2073;Rifugio Lavarella;Italija;Dolomiti;2042;46,61111°N 12,00709°E;koča, planina;92167;53% (1802. mesto);3;1;0;;https://www.hribi.net/gora/rifugio_lavarella/39/2073
2074;Rifugio Fanes;Italija;Dolomiti;2060;46,61206°N 12,01416°E;koča, planina;75124;51% (1871. mesto);2;1;0;;https://www.hribi.net/gora/rifugio_fanes/39/2074
2075;L'Ciaval / Kreuzkofel;Italija;Dolomiti;2907;46,61451°N 11,95177°E;vrh;89667;53% (1812. mesto);9;3;0;;https://www.hribi.net/gora/lciaval___kreuzkofel/39/2075
2076;Sasso delle Dieci / Zehnerspitze;Italija;Dolomiti;3028;46,62236°N 11,96095°E;vrh;135951;57% (1633. mesto);16;3;0;;https://www.hribi.net/gora/sasso_delle_dieci___zehnerspitze/39/2076
