id;ime_gore;drzava;gorovje;visina;sirina_dolzina;vrsta;ogledi;priljubljenost;stevilo_slik;stevilo_poti;stevilo_gps_sledi;vpisna_knjiga;povezava
1;Triglav;Slovenija;Julijske Alpe;2864;46,37832°N 13,83648°E;vrh, bivak;1965519;100% (1. mesto);44;29;20;29;https://www.hribi.net/gora/triglav/1/1
2;Škrlatica;Slovenija;Julijske Alpe;2740;46,43277°N 13,82114°E;vrh;905743;99% (43. mesto);24;5;5;3;https://www.hribi.net/gora/skrlatica/1/2
3;Mali Triglav;Slovenija;Julijske Alpe;2725;46,37683°N 13,84315°E;vrh;540768;93% (271. mesto);4;10;2;18;https://www.hribi.net/gora/mali_triglav/1/3
4;Mangart;Italija, Slovenija;Julijske Alpe;2679;46,43948°N 13,65457°E;vrh;1080776;100% (18. mesto);26;8;5;11;https://www.hribi.net/gora/mangart/1/4
5;Visoki Rokav;Slovenija;Julijske Alpe;2646;46,43547°N 13,8283°E;vrh;534269;93% (283. mesto);2;2;0;;https://www.hribi.net/gora/visoki_rokav/1/5
6;Jalovec;Slovenija;Julijske Alpe;2645;46,42154°N 13,68002°E;vrh;1008253;99% (26. mesto);29;10;7;5;https://www.hribi.net/gora/jalovec/1/6
7;Veliki Oltar;Slovenija;Julijske Alpe;2621;46,43919°N 13,82995°E;vrh;592432;95% (191. mesto);5;2;1;;https://www.hribi.net/gora/veliki_oltar/1/7
8;Velika Martuljška Ponca;Slovenija;Julijske Alpe;2602;46,44179°N 13,82419°E;vrh;525938;92% (300. mesto);5;1;1;;https://www.hribi.net/gora/velika_martuljska_ponca/1/8
9;Razor;Slovenija;Julijske Alpe;2601;46,41194°N 13,79138°E;vrh;821295;99% (57. mesto);18;5;4;7;https://www.hribi.net/gora/razor/1/9
10;Dolkova špica;Slovenija;Julijske Alpe;2591;46,42574°N 13,81467°E;vrh;595712;95% (187. mesto);17;6;2;1;https://www.hribi.net/gora/dolkova_spica/1/10
12;Visoki Kanin;Italija, Slovenija;Julijske Alpe;2587;46,36018°N 13,439°E;vrh;671828;97% (120. mesto);11;8;1;;https://www.hribi.net/gora/visoki_kanin/1/12
13;Mali Kanin;Italija, Slovenija;Julijske Alpe;2571;46,35727°N 13,43765°E;vrh;454587;87% (483. mesto);9;3;0;;https://www.hribi.net/gora/mali_kanin/1/13
14;Kanjavec;Slovenija;Julijske Alpe;2569;46,36013°N 13,80974°E;vrh;705020;97% (102. mesto);15;8;5;4;https://www.hribi.net/gora/kanjavec/1/14
16;Grintovec;Slovenija;Kamniško Savinjske Alpe;2558;46,35718°N 14,53548°E;vrh;1371010;100% (4. mesto);14;14;4;21;https://www.hribi.net/gora/grintovec/3/16
17;Glava v Zaplanji;Slovenija;Julijske Alpe;2556;46,37731°N 13,82801°E;vrh;450281;87% (501. mesto);3;4;0;1;https://www.hribi.net/gora/glava_v_zaplanji/1/17
18;Prisank / Prisojnik;Slovenija;Julijske Alpe;2547;46,42464°N 13,76974°E;vrh;1013729;99% (22. mesto);17;12;0;7;https://www.hribi.net/gora/prisank___prisojnik/1/18
19;Rogljica;Slovenija;Julijske Alpe;2547;46,42769°N 13,81231°E;vrh;406115;83% (641. mesto);5;1;0;;https://www.hribi.net/gora/rogljica/1/19
22;Dovški križ;Slovenija;Julijske Alpe;2542;46,44081°N 13,8422°E;vrh;553312;93% (254. mesto);4;2;3;1;https://www.hribi.net/gora/dovski_kriz/1/22
23;Triglavski dom na Kredarici;Slovenija;Julijske Alpe;2515;46,37891°N 13,84928°E;vrh, koča, cerkev;763581;98% (75. mesto);19;11;3;21;https://www.hribi.net/gora/triglavski_dom_na_kredarici/1/23
25;Jezerska Kočna;Slovenija;Kamniško Savinjske Alpe;2540;46,3587°N 14,52206°E;vrh;784410;98% (64. mesto);12;14;2;5;https://www.hribi.net/gora/jezerska_kocna/3/25
26;Rž;Slovenija;Julijske Alpe;2538;46,38155°N 13,8591°E;vrh;505814;91% (348. mesto);14;4;0;3;https://www.hribi.net/gora/rz/1/26
27;Rjavina;Slovenija;Julijske Alpe;2532;46,39185°N 13,88088°E;vrh;690539;97% (111. mesto);25;9;6;2;https://www.hribi.net/gora/rjavina/1/27
28;Skuta;Slovenija;Kamniško Savinjske Alpe;2532;46,36328°N 14,55768°E;vrh;1002359;99% (28. mesto);10;9;4;6;https://www.hribi.net/gora/skuta/3/28
31;Kokrska Kočna;Slovenija;Kamniško Savinjske Alpe;2520;46,35713°N 14,51984°E;vrh;588982;95% (196. mesto);10;8;2;2;https://www.hribi.net/gora/kokrska_kocna/3/31
33;Stenar;Slovenija;Julijske Alpe;2501;46,40795°N 13,81896°E;vrh;740734;98% (84. mesto);17;6;2;3;https://www.hribi.net/gora/stenar/1/33
35;Prestreljenik;Italija, Slovenija;Julijske Alpe;2499;46,36214°N 13,47237°E;vrh;555160;93% (250. mesto);8;7;2;1;https://www.hribi.net/gora/prestreljenik/1/35
40;Veliki Ozebnik;Slovenija;Julijske Alpe;2480;46,41572°N 13,67936°E;vrh;455059;87% (481. mesto);4;4;0;2;https://www.hribi.net/gora/veliki_ozebnik/1/40
42;Dolgi hrbet;Slovenija;Kamniško Savinjske Alpe;2473;46,36285°N 14,54596°E;vrh;573439;94% (222. mesto);7;6;0;2;https://www.hribi.net/gora/dolgi_hrbet/3/42
43;Špik;Slovenija;Julijske Alpe;2472;46,44872°N 13,81432°E;vrh;884462;99% (47. mesto);18;5;6;2;https://www.hribi.net/gora/spik/1/43
46;Mišeljski Konec;Slovenija;Julijske Alpe;2464;46,35458°N 13,81831°E;vrh;442961;86% (526. mesto);11;1;1;;https://www.hribi.net/gora/miseljski_konec/1/46
48;Begunjski vrh;Slovenija;Julijske Alpe;2461;46,39032°N 13,85436°E;vrh;549484;93% (260. mesto);16;6;2;3;https://www.hribi.net/gora/begunjski_vrh/1/48
49;Štruca;Slovenija;Kamniško Savinjske Alpe;2457;46,36269°N 14,55315°E;vrh;543084;93% (269. mesto);4;7;0;3;https://www.hribi.net/gora/struca/3/49
50;Kranjska Rinka;Slovenija;Kamniško Savinjske Alpe;2453;46,36565°N 14,56361°E;vrh;586254;95% (198. mesto);5;7;0;1;https://www.hribi.net/gora/kranjska_rinka/3/50
52;Begunjščica;Slovenija;Karavanke;2060;46,42166°N 14,22982°E;vrh;1233810;100% (7. mesto);29;14;5;25;https://www.hribi.net/gora/begunjscica/11/52
53;Stol;Avstrija, Slovenija;Karavanke;2236;46,43402°N 14,17362°E;vrh;1380629;100% (3. mesto);23;20;10;43;https://www.hribi.net/gora/stol/11/53
70;Čelo;Slovenija;Julijske Alpe;2228;46,32912°N 13,74117°E;vrh;459298;88% (471. mesto);7;7;1;;https://www.hribi.net/gora/celo/1/70
71;Planina Korošica;Slovenija;Karavanke;1554;46,43416°N 14,29156°E;koča, planina;698197;97% (106. mesto);15;6;0;7;https://www.hribi.net/gora/planina_korosica/11/71
72;Košutica;Avstrija, Slovenija;Karavanke;1968;46,43892°N 14,29909°E;vrh;647288;96% (136. mesto);14;8;3;6;https://www.hribi.net/gora/kosutica/11/72
73;Veliki Zvoh;Slovenija;Kamniško Savinjske Alpe;1971;46,3087°N 14,54165°E;vrh, jezero;626677;96% (150. mesto);7;5;4;18;https://www.hribi.net/gora/veliki_zvoh/3/73
74;Veliki vrh (Košuta);Avstrija, Slovenija;Karavanke;2088;46,43068°N 14,30956°E;vrh;1036506;99% (21. mesto);15;9;2;18;https://www.hribi.net/gora/veliki_vrh_kosuta/11/74
75;Polhograjska Grmada;Slovenija;Polhograjsko hribovje in Ljubljana;898;46,08381°N 14,33304°E;vrh;872714;99% (48. mesto);18;17;6;23;https://www.hribi.net/gora/polhograjska_grmada/5/75
76;Blejska koča na Lipanci;Slovenija;Julijske Alpe;1630;46,3753°N 13,92753°E;koča, planina;811035;98% (59. mesto);18;5;1;20;https://www.hribi.net/gora/blejska_koca_na_lipanci/1/76
77;Viševnik;Slovenija;Julijske Alpe;2050;46,35901°N 13,89829°E;vrh;1190122;100% (9. mesto);15;21;6;47;https://www.hribi.net/gora/visevnik/1/77
78;Vrtača;Avstrija, Slovenija;Karavanke;2181;46,43992°N 14,21226°E;vrh;924756;99% (38. mesto);17;12;4;18;https://www.hribi.net/gora/vrtaca/11/78
80;Planjava;Slovenija;Kamniško Savinjske Alpe;2392;46,35652°N 14,61372°E;vrh;855692;99% (50. mesto);10;13;4;11;https://www.hribi.net/gora/planjava/3/80
81;Mrežce;Slovenija;Julijske Alpe;1965;46,37759°N 13,91953°E;vrh;633748;96% (142. mesto);7;8;1;13;https://www.hribi.net/gora/mrezce/1/81
82;Lipanski vrh;Slovenija;Julijske Alpe;1974;46,37901°N 13,92016°E;vrh;524268;92% (304. mesto);8;5;2;7;https://www.hribi.net/gora/lipanski_vrh/1/82
83;Tosc;Slovenija;Julijske Alpe;2275;46,35672°N 13,8684°E;vrh;772882;98% (70. mesto);16;6;8;7;https://www.hribi.net/gora/tosc/1/83
84;Debela peč;Slovenija;Julijske Alpe;2014;46,39071°N 13,93316°E;vrh;1145232;100% (14. mesto);10;13;5;34;https://www.hribi.net/gora/debela_pec/1/84
85;Storžič;Slovenija;Kamniško Savinjske Alpe;2132;46,35028°N 14,40472°E;vrh;1389688;100% (2. mesto);29;30;9;46;https://www.hribi.net/gora/storzic/3/85
87;Črna prst;Slovenija;Julijske Alpe;1844;46,23062°N 13,93184°E;vrh, koča, bivak;922799;99% (39. mesto);17;18;6;17;https://www.hribi.net/gora/crna_prst/1/87
88;Žleb (Suho ruševje);Avstrija, Slovenija;Karavanke;1916;46,44258°N 14,21709°E;sedlo;407659;83% (633. mesto);2;1;0;4;https://www.hribi.net/gora/zleb_suho_rusevje/11/88
90;Visoka Ponca;Italija, Slovenija;Julijske Alpe;2274;46,46014°N 13,6974°E;vrh;578573;94% (212. mesto);12;3;1;;https://www.hribi.net/gora/visoka_ponca/1/90
91;Dom na Zelenici;Slovenija;Karavanke;1536;46,42899°N 14,23357°E;koča;818549;98% (58. mesto);19;6;2;62;https://www.hribi.net/gora/dom_na_zelenici/11/91
92;Vrh Ljubeljščice (Triangel);Slovenija;Karavanke;1704;46,43219°N 14,23721°E;vrh;533958;93% (284. mesto);9;3;1;20;https://www.hribi.net/gora/vrh_ljubeljscice_triangel/11/92
93;Mangartska koča na Mangartskem sedlu;Slovenija;Julijske Alpe;1906;46,43932°N 13,64065°E;koča;516143;92% (315. mesto);8;3;0;4;https://www.hribi.net/gora/mangartska_koca_na_mangartskem_sedlu/1/93
94;Dom Planika pod Triglavom;Slovenija;Julijske Alpe;2401;46,37154°N 13,84605°E;koča;659540;97% (129. mesto);9;9;0;11;https://www.hribi.net/gora/dom_planika_pod_triglavom/1/94
95;Kamniška koča na Kamniškem sedlu;Slovenija;Kamniško Savinjske Alpe;1864;46,35919°N 14,59748°E;koča, bivak, sedlo;1267668;100% (6. mesto);13;4;4;20;https://www.hribi.net/gora/kamniska_koca_na_kamniskem_sedlu/3/95
96;Brana;Slovenija;Kamniško Savinjske Alpe;2253;46,35487°N 14,5874°E;vrh;960210;99% (34. mesto);7;4;2;7;https://www.hribi.net/gora/brana/3/96
97;Kepa;Avstrija, Slovenija;Karavanke;2143;46,50679°N 13,95249°E;vrh;756860;98% (79. mesto);35;9;3;5;https://www.hribi.net/gora/kepa/11/97
98;Cojzova koča na Kokrskem sedlu;Slovenija;Kamniško Savinjske Alpe;1793;46,34433°N 14,54697°E;koča, bivak, sedlo;826710;99% (56. mesto);8;4;0;19;https://www.hribi.net/gora/cojzova_koca_na_kokrskem_sedlu/3/98
99;Velo polje;Slovenija;Julijske Alpe;1680;46,35695°N 13,85513°E;planina;475112;89% (426. mesto);8;7;0;;https://www.hribi.net/gora/velo_polje/1/99
100;Koča na Doliču;Slovenija;Julijske Alpe;2151;46,36487°N 13,81953°E;koča, sedlo;662207;97% (126. mesto);10;10;1;1;https://www.hribi.net/gora/koca_na_dolicu/1/100
101;Planina Krstenica;Slovenija;Julijske Alpe;1670;46,32596°N 13,85037°E;planina;546815;93% (262. mesto);11;3;2;4;https://www.hribi.net/gora/planina_krstenica/1/101
102;Dom na Komni;Slovenija;Julijske Alpe;1520;46,28446°N 13,77338°E;koča;891696;99% (46. mesto);10;12;2;17;https://www.hribi.net/gora/dom_na_komni/1/102
103;Kalška gora;Slovenija;Kamniško Savinjske Alpe;2047;46,34087°N 14,5476°E;vrh;634640;96% (141. mesto);3;11;2;7;https://www.hribi.net/gora/kalska_gora/3/103
105;Triglavska vojašnica Viktorja Emanuela III.;Slovenija;Julijske Alpe;2520;46,37661°N 13,82681°E;Vremenska napoved:;515747;92% (317. mesto);6;4;0;;https://www.hribi.net/gora/triglavska_vojasnica_viktorja_emanuela_iii/1/105
106;Mišelj vrh;Slovenija;Julijske Alpe;2350;46,3565°N 13,83745°E;vrh;529582;92% (294. mesto);15;1;2;;https://www.hribi.net/gora/miselj_vrh/1/106
117;Šmarna gora;Slovenija;Polhograjsko hribovje in Ljubljana;669;46,12985°N 14,46391°E;vrh, koča, cerkev;925269;99% (37. mesto);9;23;4;37;https://www.hribi.net/gora/smarna_gora/5/117
118;Dom na Govejku;Slovenija;Polhograjsko hribovje in Ljubljana;730;46,11558°N 14,34606°E;koča;565651;94% (236. mesto);7;2;2;4;https://www.hribi.net/gora/dom_na_govejku/5/118
119;Sveti Jakob;Slovenija;Polhograjsko hribovje in Ljubljana;806;46,10501°N 14,36909°E;vrh, cerkev;718527;98% (93. mesto);20;14;3;43;https://www.hribi.net/gora/sveti_jakob/5/119
120;Zavetišče v Gozdu;Slovenija;Kamniško Savinjske Alpe;891;46,34079°N 14,32825°E;koča, cerkev;418612;84% (602. mesto);11;7;1;6;https://www.hribi.net/gora/zavetisce_v_gozdu/3/120
121;Koča na Kriški gori;Slovenija;Kamniško Savinjske Alpe;1471;46,35164°N 14,33335°E;koča;1166841;100% (11. mesto);9;9;3;672;https://www.hribi.net/gora/koca_na_kriski_gori/3/121
122;Tošč;Slovenija;Polhograjsko hribovje in Ljubljana;1021;46,09737°N 14,32132°E;vrh;744261;98% (82. mesto);15;13;8;16;https://www.hribi.net/gora/tosc/5/122
123;Rašica (Vrh Staneta Kosca);Slovenija;Polhograjsko hribovje in Ljubljana;641;46,13972°N 14,51215°E;vrh, koča;770876;98% (71. mesto);16;14;2;10;https://www.hribi.net/gora/rasica_vrh_staneta_kosca/5/123
124;Vrata;Slovenija;Kamniško Savinjske Alpe;1591;46,3531°N 14,34496°E;vrh;386768;81% (709. mesto);2;1;1;4;https://www.hribi.net/gora/vrata/3/124
125;Tolsti vrh;Slovenija;Kamniško Savinjske Alpe;1715;46,34865°N 14,36322°E;vrh;782816;98% (66. mesto);13;16;10;25;https://www.hribi.net/gora/tolsti_vrh/3/125
126;Šmarjetna gora;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;646;46,24369°N 14,33616°E;vrh, koča, cerkev;566805;94% (235. mesto);15;7;0;131;https://www.hribi.net/gora/smarjetna_gora/21/126
127;Veliki Snežnik;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1796;45,5885°N 14,4476°E;vrh, koča;1062027;99% (20. mesto);32;12;1;19;https://www.hribi.net/gora/veliki_sneznik/26/127
128;Toško Čelo;Slovenija;Polhograjsko hribovje in Ljubljana;590;46,08405°N 14,42213°E;vrh, koča;629081;96% (147. mesto);11;6;3;8;https://www.hribi.net/gora/tosko_celo/5/128
129;Dobrča;Slovenija;Kamniško Savinjske Alpe;1634;46,38064°N 14,25266°E;vrh;902793;99% (44. mesto);14;18;5;29;https://www.hribi.net/gora/dobrca/3/129
130;Koča na Dobrči;Slovenija;Kamniško Savinjske Alpe;1478;46,3762°N 14,24629°E;koča;714268;97% (97. mesto);9;14;5;49;https://www.hribi.net/gora/koca_na_dobrci/3/130
131;Lešanska planina;Slovenija;Kamniško Savinjske Alpe;1450;46,37843°N 14,25576°E;koča, planina;432072;86% (554. mesto);9;6;0;10;https://www.hribi.net/gora/lesanska_planina/3/131
132;Črno jezero;Slovenija;Julijske Alpe;1294;46,29834°N 13,79533°E;jezero;585861;95% (199. mesto);4;3;1;2;https://www.hribi.net/gora/crno_jezero/1/132
133;Koča pri Triglavskih jezerih;Slovenija;Julijske Alpe;1685;46,3186°N 13,77898°E;koča, jezero, bivak;1164989;100% (12. mesto);22;8;0;3;https://www.hribi.net/gora/koca_pri_triglavskih_jezerih/1/133
134;Dom na Kališču;Slovenija;Kamniško Savinjske Alpe;1534;46,33712°N 14,41698°E;koča;729054;98% (90. mesto);11;21;2;55;https://www.hribi.net/gora/dom_na_kaliscu/3/134
135;Lubnik;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1025;46,17117°N 14,26106°E;vrh, koča;839810;99% (52. mesto);15;10;7;142;https://www.hribi.net/gora/lubnik/21/135
136;Kurešček;Slovenija;Goriško, Notranjsko in Snežniško hribovje;826;45,8853°N 14,55949°E;vrh, cerkev;538382;93% (275. mesto);14;5;3;128;https://www.hribi.net/gora/kurescek/26/136
137;Planina Konjščica;Slovenija;Julijske Alpe;1427;46,3488°N 13,89645°E;koča, planina;573586;94% (220. mesto);17;5;1;;https://www.hribi.net/gora/planina_konjscica/1/137
138;Studorski preval;Slovenija;Julijske Alpe;1892;46,35436°N 13,88201°E;sedlo;456544;88% (476. mesto);4;6;0;7;https://www.hribi.net/gora/studorski_preval/1/138
139;Vodnikov dom na Velem polju;Slovenija;Julijske Alpe;1817;46,35588°N 13,86133°E;koča, bivak;712713;97% (99. mesto);6;8;2;9;https://www.hribi.net/gora/vodnikov_dom_na_velem_polju/1/139
140;Koča na Planini pri Jezeru;Slovenija;Julijske Alpe;1453;46,30968°N 13,82758°E;koča, jezero, bivak, planina;671376;97% (121. mesto);21;6;0;;https://www.hribi.net/gora/koca_na_planini_pri_jezeru/1/140
146;Ojstrica;Slovenija;Kamniško Savinjske Alpe;2350;46,36395°N 14,63724°E;vrh;1116934;100% (16. mesto);9;17;4;13;https://www.hribi.net/gora/ojstrica/3/146
147;Krekova koča na Ratitovcu;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1642;46,23666°N 14,09056°E;vrh, koča, bivak, planina;928393;99% (36. mesto);18;21;2;17;https://www.hribi.net/gora/krekova_koca_na_ratitovcu/21/147
148;Velika Raduha;Slovenija;Kamniško Savinjske Alpe;2062;46,40991°N 14,73775°E;vrh;1145786;100% (13. mesto);16;12;7;15;https://www.hribi.net/gora/velika_raduha/3/148
149;Veliki Javornik (Ženiklovec);Slovenija;Karavanke;1716;46,37502°N 14,40256°E;vrh;453725;87% (486. mesto);9;5;0;5;https://www.hribi.net/gora/veliki_javornik_zeniklovec/11/149
150;Krn;Slovenija;Julijske Alpe;2244;46,26607°N 13,65862°E;vrh;1127250;100% (15. mesto);23;15;12;11;https://www.hribi.net/gora/krn/1/150
151;Mala Tičarica;Slovenija;Julijske Alpe;2071;46,3202°N 13,78512°E;vrh;596526;95% (184. mesto);14;4;0;5;https://www.hribi.net/gora/mala_ticarica/1/151
152;Potoška planina;Slovenija;Karavanke;1270;46,43262°N 14,13469°E;koča, planina;434292;86% (549. mesto);6;4;0;2;https://www.hribi.net/gora/potoska_planina/11/152
153;Tolminski Kuk;Slovenija;Julijske Alpe;2085;46,2605°N 13,7568°E;vrh;573524;94% (221. mesto);11;11;3;1;https://www.hribi.net/gora/tolminski_kuk/1/153
154;Rzenik;Slovenija;Kamniško Savinjske Alpe;1833;46,32776°N 14,63334°E;vrh;492552;90% (373. mesto);8;3;1;2;https://www.hribi.net/gora/rzenik/3/154
155;Cmir;Slovenija;Julijske Alpe;2393;46,40065°N 13,86007°E;vrh;554745;93% (251. mesto);11;4;1;;https://www.hribi.net/gora/cmir/1/155
156;Planina Dedno polje;Slovenija;Julijske Alpe;1560;46,31511°N 13,81189°E;planina;477030;89% (419. mesto);12;3;0;;https://www.hribi.net/gora/planina_dedno_polje/1/156
157;Planina Ovčarija;Slovenija;Julijske Alpe;1660;46,30959°N 13,79581°E;planina;447048;87% (515. mesto);7;4;1;;https://www.hribi.net/gora/planina_ovcarija/1/157
158;Orožnova koča na planini za Liscem;Slovenija;Julijske Alpe;1346;46,24172°N 13,93748°E;koča, planina;585815;95% (200. mesto);9;4;0;4;https://www.hribi.net/gora/oroznova_koca_na_planini_za_liscem/1/158
162;Dom pri Krnskih jezerih;Slovenija;Julijske Alpe;1385;46,28869°N 13,69618°E;koča, bivak;589211;95% (195. mesto);6;2;0;;https://www.hribi.net/gora/dom_pri_krnskih_jezerih/1/162
163;Krnsko jezero;Slovenija;Julijske Alpe;1391;46,2857°N 13,68434°E;jezero, planina;910439;99% (42. mesto);11;2;1;;https://www.hribi.net/gora/krnsko_jezero/1/163
164;Pogačnikov dom na Kriških podih;Slovenija;Julijske Alpe;2050;46,40193°N 13,8007°E;vrh, koča, bivak;987217;99% (32. mesto);8;4;0;15;https://www.hribi.net/gora/pogacnikov_dom_na_kriskih_podih/1/164
165;Spodnje Kriško jezero;Slovenija;Julijske Alpe;1880;46,39903°N 13,80185°E;jezero;450085;87% (503. mesto);6;1;0;1;https://www.hribi.net/gora/spodnje_krisko_jezero/1/165
166;Orlovo gnezdo (Slap Rinka);Slovenija;Kamniško Savinjske Alpe;1120;46,37084°N 14,59344°E;slap, koča;525956;92% (299. mesto);7;1;0;3;https://www.hribi.net/gora/orlovo_gnezdo_slap_rinka/3/166
167;Dom na Okrešlju;Slovenija;Kamniško Savinjske Alpe;1396;46,36951°N 14,58767°E;koča, bivak, planina;703700;97% (103. mesto);1;2;0;3;https://www.hribi.net/gora/dom_na_okreslju/3/167
168;Kapela Marije Snežne (Velika planina);Slovenija;Kamniško Savinjske Alpe;1560;46,29515°N 14,6536°E;vrh, planina, cerkev;549489;93% (259. mesto);9;8;0;6;https://www.hribi.net/gora/kapela_marije_snezne_velika_planina/3/168
169;Gradišče (Velika planina);Slovenija;Kamniško Savinjske Alpe;1666;46,29806°N 14,64394°E;vrh, planina;1190361;100% (8. mesto);8;12;0;20;https://www.hribi.net/gora/gradisce_velika_planina/3/169
170;Domžalski dom na Mali planini;Slovenija;Kamniško Savinjske Alpe;1534;46,28916°N 14,6566°E;koča, planina;648196;97% (134. mesto);11;7;2;8;https://www.hribi.net/gora/domzalski_dom_na_mali_planini/3/170
171;Jezero v Ledvicah;Slovenija;Julijske Alpe;1831;46,3402°N 13,78252°E;jezero;487126;90% (393. mesto);11;3;0;;https://www.hribi.net/gora/jezero_v_ledvicah/1/171
172;Rjavo jezero;Slovenija;Julijske Alpe;2006;46,35541°N 13,79558°E;jezero;455701;88% (477. mesto);8;5;0;;https://www.hribi.net/gora/rjavo_jezero/1/172
173;Zeleno jezero;Slovenija;Julijske Alpe;1988;46,35125°N 13,79484°E;jezero;465353;88% (454. mesto);8;4;0;;https://www.hribi.net/gora/zeleno_jezero/1/173
174;Zajčeva koča;Slovenija;Posavsko hribovje in Dolenjska;742;46,19715°N 15,00092°E;koča;366440;80% (775. mesto);3;2;1;;https://www.hribi.net/gora/zajceva_koca/25/174
175;Zasavska koča na Prehodavcih;Slovenija;Julijske Alpe;2071;46,35856°N 13,79209°E;vrh, koča, bivak;837892;99% (53. mesto);9;7;0;5;https://www.hribi.net/gora/zasavska_koca_na_prehodavcih/1/175
176;Blegoš;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1562;46,16482°N 14,11352°E;vrh;1069446;100% (19. mesto);21;13;5;24;https://www.hribi.net/gora/blegos/21/176
177;Koča na Blegošu;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1391;46,16655°N 14,10554°E;koča, planina;557555;94% (246. mesto);12;8;4;15;https://www.hribi.net/gora/koca_na_blegosu/21/177
178;Krim;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1107;45,92856°N 14,47138°E;vrh, koča;967766;99% (33. mesto);20;16;12;232;https://www.hribi.net/gora/krim/26/178
179;Dom na Krvavcu;Slovenija;Kamniško Savinjske Alpe;1684;46,29635°N 14,52909°E;koča, planina;508021;91% (335. mesto);6;4;1;4;https://www.hribi.net/gora/dom_na_krvavcu/3/179
183;Češka koča na Spodnjih Ravneh;Slovenija;Kamniško Savinjske Alpe;1542;46,36982°N 14,53594°E;koča, bivak;1011401;99% (24. mesto);7;5;2;19;https://www.hribi.net/gora/ceska_koca_na_spodnjih_ravneh/3/183
184;Kosijev dom na Vogarju;Slovenija;Julijske Alpe;1054;46,29671°N 13,867°E;koča, planina;554227;93% (252. mesto);3;1;0;6;https://www.hribi.net/gora/kosijev_dom_na_vogarju/1/184
185;Zavetišče na Biba planini;Slovenija;Kamniško Savinjske Alpe;1300;46,24369°N 14,84021°E;koča, planina;410364;84% (624. mesto);16;3;0;3;https://www.hribi.net/gora/zavetisce_na_biba_planini/3/185
186;Sveti Jošt nad Kranjem;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;845;46,24281°N 14,30319°E;vrh, koča, cerkev;842089;99% (51. mesto);17;12;1;295;https://www.hribi.net/gora/sveti_jost_nad_kranjem/21/186
187;Koča na Starem vrhu;Slovenija;Škofjeloško, Cerkljansko hribovje in Jelovica;1032;46,17134°N 14,18371°E;koča;428085;85% (567. mesto);5;2;0;;https://www.hribi.net/gora/koca_na_starem_vrhu/21/187
188;Osolnik;Slovenija;Polhograjsko hribovje in Ljubljana;858;46,13204°N 14,33437°E;vrh, cerkev;643993;96% (140. mesto);8;12;2;14;https://www.hribi.net/gora/osolnik/5/188
189;Dom na Kisovcu;Slovenija;Kamniško Savinjske Alpe;1275;46,27358°N 14,65779°E;koča, planina;518492;92% (310. mesto);4;4;0;7;https://www.hribi.net/gora/dom_na_kisovcu/3/189
190;Dom pod Storžičem;Slovenija;Kamniško Savinjske Alpe;1123;46,35928°N 14,38986°E;koča;605464;96% (170. mesto);5;3;1;8;https://www.hribi.net/gora/dom_pod_storzicem/3/190
191;Dom na Slivnici;Slovenija;Goriško, Notranjsko in Snežniško hribovje;1078;45,78973°N 14,40584°E;koča;503862;91% (354. mesto);8;5;0;17;https://www.hribi.net/gora/dom_na_slivnici/26/191
192;Kum;Slovenija;Posavsko hribovje in Dolenjska;1220;46,08831°N 15,07395°E;vrh, koča, cerkev;858965;99% (49. mesto);22;10;5;18;https://www.hribi.net/gora/kum/25/192
193;Dom na Menini planini;Slovenija;Kamniško Savinjske Alpe;1453;46,26189°N 14,8194°E;koča, planina, cerkev;896036;99% (45. mesto);19;16;1;3;https://www.hribi.net/gora/dom_na_menini_planini/3/193
194;Tomčeva koča na Poljški planini;Slovenija;Karavanke;1180;46,4095°N 14,20863°E;koča, planina;456775;88% (475. mesto);14;8;0;4;https://www.hribi.net/gora/tomceva_koca_na_poljski_planini/11/194
195;Roblekov dom na Begunjščici;Slovenija;Karavanke;1657;46,41783°N 14,21201°E;koča, bivak, planina;989332;99% (31. mesto);8;9;1;37;https://www.hribi.net/gora/roblekov_dom_na_begunjscici/11/195
196;Koča na Golici;Slovenija;Karavanke;1582;46,48592°N 14,06198°E;koča, planina;596209;95% (185. mesto);8;5;2;17;https://www.hribi.net/gora/koca_na_golici/11/196
197;Luknja;Slovenija;Julijske Alpe;1766;46,38798°N 13,81486°E;sedlo;483763;90% (400. mesto);6;2;2;1;https://www.hribi.net/gora/luknja/1/197
198;Koča pod Bogatinom;Slovenija;Julijske Alpe;1513;46,28775°N 13,76333°E;koča, planina;621869;96% (154. mesto);12;3;1;8;https://www.hribi.net/gora/koca_pod_bogatinom/1/198
199;Kocbekov dom na Korošici;Slovenija;Kamniško Savinjske Alpe;1808;46,3557°N 14,64002°E;koča, bivak, planina;721226;98% (92. mesto);9;13;1;2;https://www.hribi.net/gora/kocbekov_dom_na_korosici/3/199
