gora_id;povezava_poti
35;https://www.hribi.net/izlet/nevejski_preval_prestreljenik_mimo_koce_gilberti/1/35/1185
35;https://www.hribi.net/izlet/b_postaja_prestreljenik_cez_krnico/1/35/592
35;https://www.hribi.net/izlet/nevejski_preval_prestreljenik_pot_636/1/35/2724
35;https://www.hribi.net/izlet/nevejski_preval_prestreljenik_po_smucarski_progi/1/35/2725
35;https://www.hribi.net/izlet/gozdec_prestreljenik_mimo_doma_petra_skalarja/1/35/590
40;https://www.hribi.net/izlet/vrsic_veliki_ozebnik_cez_jalovsko_skrbino/1/40/566
40;https://www.hribi.net/izlet/vrsic_veliki_ozebnik_mimo_zavetisca_pod_spickom/1/40/568
40;https://www.hribi.net/izlet/zadnja_trenta_flori_veliki_ozebnik_mimo_zavetisca_pod_spickom/1/40/205
40;https://www.hribi.net/izlet/zadnja_trenta_flori_veliki_ozebnik_cez_jalovsko_skrbino/1/40/578
42;https://www.hribi.net/izlet/v_koncu_dolgi_hrbet_cez_kokrsko_sedlo/3/42/225
42;https://www.hribi.net/izlet/ravenska_kocna_dolgi_hrbet_mimo_zicnice_in_po_frischaufovi_poti/3/42/684
42;https://www.hribi.net/izlet/v__koncu_dolgi_hrbet_cez_gamsov_skret/3/42/754
42;https://www.hribi.net/izlet/ravenska_kocna_dolgi_hrbet_po_ferati_in_frischaufovi_poti/3/42/5493
42;https://www.hribi.net/izlet/ravenska_kocna_dolgi_hrbet_cez_stularjevo_planino_in_po_frischaufovi_poti/3/42/5494
42;https://www.hribi.net/izlet/ravenska_kocna_dolgi_hrbet_umik_zrela_in_po_frischaufovi_poti/3/42/5492
43;https://www.hribi.net/izlet/pisnica_spik_skozi_kacji_graben/1/43/207
43;https://www.hribi.net/izlet/ruski_kriz_spik_mimo_koce_v_krnici/1/43/206
43;https://www.hribi.net/izlet/ruski_kriz_spik_skozi_kacji_graben/1/43/4612
43;https://www.hribi.net/izlet/pisnica_spik_mimo_koce_v_krnici/1/43/4608
46;https://www.hribi.net/izlet/zadnjica_miseljski_konec_cez_dolic/1/46/1207
48;https://www.hribi.net/izlet/dolina_kot_begunjski_vrh/1/48/209
48;https://www.hribi.net/izlet/aljazev_dom_v_vratih_begunjski_vrh_tominskova_pot/1/48/687
48;https://www.hribi.net/izlet/aljazev_dom_v_vratih_begunjski_vrh_cez_prag/1/48/686
48;https://www.hribi.net/izlet/turkov_rovt_vrata_begunjski_vrh_snezni_pristop/1/48/932
48;https://www.hribi.net/izlet/dolina_krma_begunjski_vrh/1/48/5986
48;https://www.hribi.net/izlet/konec_ceste_na_pokljuki_begunjski_vrh/1/48/3312
49;https://www.hribi.net/izlet/v_koncu_struca_cez_kokrsko_sedlo/3/49/226
49;https://www.hribi.net/izlet/v__koncu_struca_cez_gamsov_skret/3/49/756
49;https://www.hribi.net/izlet/suhadolnik_struca_cez_kokrsko_sedlo/3/49/649
49;https://www.hribi.net/izlet/ravenska_kocna_struca_po_ferati_in_cez_dolgi_hrbet/3/49/5499
49;https://www.hribi.net/izlet/ravenska_kocna_struca_mimo_zicnice_in_cez_dolgi_hrbet/3/49/5498
49;https://www.hribi.net/izlet/ravenska_kocna_struca_cez_stularjevo_planino_in_dolgi_hrbet/3/49/5501
49;https://www.hribi.net/izlet/ravenska_kocna_struca_umik_zrela_in_cez_dolgi_hrbet/3/49/5500
50;https://www.hribi.net/izlet/v_koncu_kranjska_rinka_cez_zmavcarje/3/50/227
50;https://www.hribi.net/izlet/ravenska_kocna_kranjska_rinka_slovenska_pot/3/50/2597
50;https://www.hribi.net/izlet/koca_pod_slapom_rinka_kranjska_rinka_cez_korosko_rinko/3/50/2596
50;https://www.hribi.net/izlet/koca_pod_slapom_rinka_kranjska_rinka_skozi_turski_zleb/3/50/2595
50;https://www.hribi.net/izlet/belska_kocna_kranjska_rinka/3/50/2598
50;https://www.hribi.net/izlet/ravenska_kocna_kranjska_rinka_skozi_zrelo/3/50/5502
50;https://www.hribi.net/izlet/ravenska_kocna_kranjska_rinka_lovska_pot/3/50/5503
52;https://www.hribi.net/izlet/ljubelj_begunjscica_cez_preval-o/11/52/607
52;https://www.hribi.net/izlet/tomceva_koca_na_poljski_planini_begunjscica/11/52/354
52;https://www.hribi.net/izlet/ljubelj_begunjscica_cez_zelenico/11/52/609
52;https://www.hribi.net/izlet/dom_v_dragi_begunjscica_mimo_roblekovega_doma/11/52/3981
