gora_id;pot_id;izhodisce;sirina_dolzina;cilj;ime_poti;cas_hoje;dolzina_km;zahtevnost;ferata;visinska_razlika_m;visinska_razlika_po_poti_m;zemljevid;oprema_poletje;oprema_zima;ogledi;stevilo_slik;stevilo_komentarjev;povezava
10;270;Ruski križ (1036 m);46,44440°N 13,77460°E;Dolkova špica (2591 m);čez Kriško steno;5 h 55 min;8,26 km;zelo zahtevna označena pot;;1555;1750;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;16836;69;5;https://www.hribi.net/izlet/ruski_kriz_dolkova_spica_cez_krisko_steno/1/10/270
10;6569;Pišnica (850 m);46,46880°N 13,78330°E;Dolkova špica (2591 m);čez Kriško steno;6 h 35 min;10,62 km;zelo zahtevna označena pot;;1741;1860;TNP 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;2180;75;0;https://www.hribi.net/izlet/pisnica_dolkova_spica_cez_krisko_steno/1/10/6569
10;10694;Zadnjica (642 m);46,38240°N 13,76040°E;Dolkova špica (2591 m);;7 h 5 min;13,06 km;zahtevna označena pot;;1949;2150;Triglav 1:25.000;čelada;čelada, cepin, dereze;147;80;0;https://www.hribi.net/izlet/zadnjica_dolkova_spica/1/10/10694
12;182;D Postaja (2202 m);46,33260°N 13,53840°E;Visoki Kanin (2587 m);;2 h 30 min;3,65 km;zelo zahtevna označena pot;;385;750;Julijske Alpe - zahodni del 1 : 50.000;čelada;čelada, cepin, dereze;106994;24;119;https://www.hribi.net/izlet/d_postaja_visoki_kanin/1/12/182
12;2290;Nevejski preval (1170 m);46,38740°N 13,47340°E;Visoki Kanin (2587 m);Via ferrata Divisione Julia;4 h 45 min;6,56 km;zelo zahtevna označena pot;C;1417;1430;Julijske Alpe - zahodni del 1:50.000;čelada, komplet za samovarovanje, cepin, dereze;čelada, komplet za samovarovanje, cepin, dereze;53746;68;69;https://www.hribi.net/izlet/nevejski_preval_visoki_kanin_via_ferrata_divisione_julia/1/12/2290
12;1744;Gozdec (1075 m);46,33850°N 13,49390°E;Visoki Kanin (2587 m);čez Zadnji dol;6 h;7,11 km;zelo zahtevna označena pot;;1512;1615;Julijske Alpe - zahodni del 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;30548;77;31;https://www.hribi.net/izlet/gozdec_visoki_kanin_cez_zadnji_dol/1/12/1744
12;2289;Nevejski preval (1170 m);46,38740°N 13,47340°E;Visoki Kanin (2587 m);Via ferrata Rosalba Grasselli;6 h 15 min;9,21 km;zelo zahtevna označena pot;B/C;1417;1650;Julijske Alpe - zahodni del 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;25292;98;10;https://www.hribi.net/izlet/nevejski_preval_visoki_kanin_via_ferrata_rosalba_grasselli/1/12/2289
12;7455;Gozdec (1075 m);46,33850°N 13,49390°E;Visoki Kanin (2587 m);mimo Doma Petra Skalarja na Kaninu;6 h 40 min;8,18 km;zelo zahtevna označena pot;;1512;1850;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;4666;114;0;https://www.hribi.net/izlet/gozdec_visoki_kanin_mimo_doma_petra_skalarja_na_kaninu/1/12/7455
12;9846;Gozdec (1075 m);46,33850°N 13,49390°E;Visoki Kanin (2587 m);Visoka Rezijanska pot;7 h;7,93 km;zelo zahtevna označena pot;;1512;1830;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;1070;156;0;https://www.hribi.net/izlet/gozdec_visoki_kanin_visoka_rezijanska_pot/1/12/9846
12;9842;Korito / Coritis (625 m);46,34902°N 13,39453°E;Visoki Kanin (2587 m);Via Normale Resiana;6 h 10 min;6,55 km;zahtevna označena pot, zahtevno brezpotje;;1962;2010;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;671;119;0;https://www.hribi.net/izlet/korito___coritis_visoki_kanin_via_normale_resiana/1/12/9842
12;9899;Korito / Coritis (574 m);46,34879°N 13,39032°E;Visoki Kanin (2587 m);Via ferrata Rosalba Grasselli;6 h 50 min;10,64 km;zelo zahtevna označena pot;B/C;2013;2150;Tabacco 27;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;593;138;0;https://www.hribi.net/izlet/korito___coritis_visoki_kanin_via_ferrata_rosalba_grasselli/1/12/9899
13;271;D Postaja (2202 m);46,33260°N 13,53840°E;Mali Kanin (2571 m);;2 h 45 min;3,86 km;zelo zahtevna označena pot;;369;600;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;18253;30;4;https://www.hribi.net/izlet/d_postaja_mali_kanin/1/13/271
13;9943;Gozdec (1075 m);46,33850°N 13,49390°E;Mali Kanin (2571 m);Visoka Rezijanska pot;6 h 40 min;7,56 km;zelo zahtevna označena pot;;1496;1800;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;301;145;0;https://www.hribi.net/izlet/gozdec_mali_kanin_visoka_rezijanska_pot/1/13/9943
13;9841;Korito / Coritis (625 m);46,34902°N 13,39453°E;Mali Kanin (2571 m);Via Normale Resiana;5 h 50 min;6,18 km;zahtevna označena pot, zahtevno brezpotje;;1946;1980;Julijske Alpe - zahodni del 1:50.000;čelada;čelada, cepin, dereze;301;108;0;https://www.hribi.net/izlet/korito___coritis_mali_kanin_via_normale_resiana/1/13/9841
14;185;Zadnjica (642 m);46,38240°N 13,76040°E;Kanjavec (2569 m);čez Prehodavce;6 h 15 min;11,56 km;lahka označena pot;;1927;1990;Triglav 1 : 25.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;71607;87;28;https://www.hribi.net/izlet/zadnjica_kanjavec_cez_prehodavce/1/14/185
14;186;Planina Blato (1147 m);46,31120°N 13,85010°E;Kanjavec (2569 m);po dolini Za Kopico;5 h 35 min;10,85 km;lahka označena pot;;1422;1575;Triglav 1 : 25.000;čelada;čelada, cepin, dereze;65518;85;32;https://www.hribi.net/izlet/planina_blato_kanjavec_po_dolini_za_kopico/1/14/186
14;272;Koča pri Savici (653 m);46,28960°N 13,80220°E;Kanjavec (2569 m);po Dolini Triglavskih jezer;6 h 30 min;12,54 km;zahtevna označena pot;;1916;2000;Triglav 1:25.000;čelada;čelada, cepin, dereze;47428;91;20;https://www.hribi.net/izlet/koca_pri_savici_kanjavec_po_dolini_triglavskih_jezer/1/14/272
14;184;Zadnjica (642 m);46,38240°N 13,76040°E;Kanjavec (2569 m);čez Dolič;6 h 35 min;11,37 km;zahtevna označena pot;;1927;1950;Triglav 1 : 25.000;čelada;čelada, cepin, dereze;46077;52;23;https://www.hribi.net/izlet/zadnjica_kanjavec_cez_dolic/1/14/184
14;1357;Planina Blato (1147 m);46,31120°N 13,85010°E;Kanjavec (2569 m);po Dolini za Debelim vrhom;5 h 45 min;9,20 km;lahko brezpotje;;1422;1620;TNP 1 : 50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;17130;52;5;https://www.hribi.net/izlet/planina_blato_kanjavec_po_dolini_za_debelim_vrhom/1/14/1357
14;1358;Planina Blato (1147 m);46,31120°N 13,85010°E;Kanjavec (2569 m);po Dolini za Mišelj vrhom;6 h 15 min;11,36 km;lahko brezpotje;;1422;1720;TNP 1 : 50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;11733;48;1;https://www.hribi.net/izlet/planina_blato_kanjavec_po_dolini_za_miselj_vrhom/1/14/1358
14;2692;Planina Blato (1147 m);46,31120°N 13,85010°E;Kanjavec (2569 m);čez Planino Krstenico in po Dolini za Debelim vrhom;6 h;10,10 km;lahko brezpotje;;1422;1500;Triglav 1:25.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;10253;92;2;https://www.hribi.net/izlet/planina_blato_kanjavec_cez_planino_krstenico_in_po_dolini_za_debelim_vrhom/1/14/2692
14;6500;Aljažev dom v Vratih (987 m);46,41280°N 13,84660°E;Kanjavec (2569 m);;7 h;10,97 km;zahtevna označena pot;;1582;1900;TNP 1:50.000;čelada;čelada, cepin, dereze;5730;89;1;https://www.hribi.net/izlet/aljazev_dom_v_vratih_kanjavec/1/14/6500
16;54;V Koncu (900 m);46,34200°N 14,56820°E;Grintovec (2558 m);čez Streho;4 h 30 min;5,25 km;lahka označena pot;;1658;1658;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;516429;45;382;https://www.hribi.net/izlet/v_koncu_grintovec_cez_streho/3/16/54
16;647;Suhadolnik (901 m);46,33520°N 14,51020°E;Grintovec (2558 m);čez Streho;4 h 45 min;6,58 km;zahtevna označena pot;;1657;1700;Kamniške in Savinjske Alpe 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;181050;76;74;https://www.hribi.net/izlet/suhadolnik_grintovec_cez_streho/3/16/647
16;538;V Koncu (900 m);46,34200°N 14,56820°E;Grintovec (2558 m);čez Kokrsko in Mlinarsko sedlo;5 h 30 min;6,55 km;zelo zahtevna označena pot;;1658;1750;Kamniške in Savinjske Alpe 1:50.000;čelada;čelada, cepin, dereze;103927;51;60;https://www.hribi.net/izlet/v_koncu_grintovec_cez_kokrsko_in_mlinarsko_sedlo/3/16/538
16;671;Ravenska Kočna (1000 m);46,38500°N 14,53640°E;Grintovec (2558 m);mimo žičnice in po Frischaufovi poti;5 h 15 min;6,16 km;zelo zahtevna označena pot;;1558;1558;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;66617;55;45;https://www.hribi.net/izlet/ravenska_kocna_grintovec_mimo_zicnice_in_po_frischaufovi_poti/3/16/671
16;679;Ravenska Kočna (1000 m);46,38500°N 14,53640°E;Grintovec (2558 m);mimo žičnice in po Kremžarjevi poti;5 h 15 min;6,46 km;zelo zahtevna označena pot;;1558;1558;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;45747;47;23;https://www.hribi.net/izlet/ravenska_kocna_grintovec_mimo_zicnice_in_po_kremzarjevi_poti/3/16/679
16;651;Suhadolnik (901 m);46,33520°N 14,51020°E;Grintovec (2558 m);čez Kokrsko in Mlinarsko sedlo;5 h 45 min;7,89 km;zelo zahtevna označena pot;;1657;1800;Kamniške in Savinjske Alpe 1:50.000;čelada;čelada, cepin, dereze;41649;76;5;https://www.hribi.net/izlet/suhadolnik_grintovec_cez_kokrsko_in_mlinarsko_sedlo/3/16/651
16;753;V  Koncu (900 m);46,34200°N 14,56820°E;Grintovec (2558 m);čez Gamsov skret;5 h 15 min;6,47 km;zelo zahtevna neoznačena steza;;1658;1750;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;28118;78;12;https://www.hribi.net/izlet/v__koncu_grintovec_cez_gamsov_skret/3/16/753
16;5475;Ravenska Kočna (1000 m);46,38500°N 14,53640°E;Grintovec (2558 m);po ferati in Frischaufovi poti;5 h 45 min;5,34 km;izjemno zahtevna označena pot;;1558;1558;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;23898;79;2;https://www.hribi.net/izlet/ravenska_kocna_grintovec_po_ferati_in_frischaufovi_poti/3/16/5475
16;5098;V Koncu (900 m);46,34200°N 14,56820°E;Grintovec (2558 m);čez Dolge stene;5 h;5,10 km;zelo zahtevno brezpotje;;1658;1658;Kamniške in savinjske Alpe 1:50.000;čelada;čelada, cepin, dereze;18789;43;15;https://www.hribi.net/izlet/v_koncu_grintovec_cez_dolge_stene/3/16/5098
16;5476;Ravenska Kočna (1000 m);46,38500°N 14,53640°E;Grintovec (2558 m);po ferati in Kremžarjevi poti;5 h 45 min;5,63 km;izjemno zahtevna označena pot;;1558;1558;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;17548;71;1;https://www.hribi.net/izlet/ravenska_kocna_grintovec_po_ferati_in_kremzarjevi_poti/3/16/5476
16;5473;Ravenska Kočna (1000 m);46,38500°N 14,53640°E;Grintovec (2558 m);umik Žrela in po Frischaufovi poti;5 h 20 min;6,19 km;zelo zahtevna označena pot;;1558;1575;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;6471;70;0;https://www.hribi.net/izlet/ravenska_kocna_grintovec_umik_zrela_in_po_frischaufovi_poti/3/16/5473
16;5478;Ravenska Kočna (980 m);46,38920°N 14,53190°E;Grintovec (2558 m);čez Štularjevo planino in po Kremžarjevi poti;5 h 30 min;6,68 km;zelo zahtevna označena pot;;1578;1578;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;5088;38;0;https://www.hribi.net/izlet/ravenska_kocna_grintovec_cez_stularjevo_planino_in_po_kremzarjevi_poti/3/16/5478
16;5477;Ravenska Kočna (980 m);46,38920°N 14,53190°E;Grintovec (2558 m);čez Štularjevo planino in po Frischaufovi poti;5 h 30 min;6,38 km;zelo zahtevna označena pot;;1578;1578;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;4979;46;0;https://www.hribi.net/izlet/ravenska_kocna_grintovec_cez_stularjevo_planino_in_po_frischaufovi_poti/3/16/5477
16;5474;Ravenska Kočna (1000 m);46,38500°N 14,53640°E;Grintovec (2558 m);umik Žrela in po Kremžarjevi poti;5 h 20 min;6,49 km;zelo zahtevna označena pot;;1558;1575;Kamniške in Savinjske Alpe 1:50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;4954;62;0;https://www.hribi.net/izlet/ravenska_kocna_grintovec_umik_zrela_in_po_kremzarjevi_poti/3/16/5474
17;273;Zadnjica (642 m);46,38240°N 13,76040°E;Glava v Zaplanji (2556 m);čez Dolič;6 h 30 min;12,53 km;lahka neoznačena steza;;1914;1950;Triglav 1:25.000;čelada;čelada, cepin, dereze;12630;57;27;https://www.hribi.net/izlet/zadnjica_glava_v_zaplanji_cez_dolic/1/17/273
17;188;Aljažev dom v Vratih (987 m);46,41280°N 13,84660°E;Glava v Zaplanji (2556 m);čez Plemenice;5 h 35 min;7,51 km;zelo zahtevna označena pot, lahka neoznačena steza;;1569;1575;Triglav 1 : 25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;9816;72;2;https://www.hribi.net/izlet/aljazev_dom_v_vratih_glava_v_zaplanji_cez_plemenice/1/17/188
17;187;Zadnjica (642 m);46,38240°N 13,76040°E;Glava v Zaplanji (2556 m);čez Plemenice;6 h 25 min;10,51 km;zelo zahtevna označena pot, lahka neoznačena steza;;1914;1920;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;5856;65;0;https://www.hribi.net/izlet/zadnjica_glava_v_zaplanji_cez_plemenice/1/17/187
17;735;Planina Blato (1147 m);46,31120°N 13,85010°E;Glava v Zaplanji (2556 m);po dolini Za Kopico;7 h 5 min;14,70 km;lahka neoznačena steza;;1409;1745;Triglav 1:25.000;čelada;čelada, cepin, dereze;5732;91;0;https://www.hribi.net/izlet/planina_blato_glava_v_zaplanji_po_dolini_za_kopico/1/17/735
18;191;Vršič (1611 m);46,43360°N 13,74350°E;Prisank / Prisojnik (2547 m);Kopiščarjeva pot;3 h 50 min;3,74 km;zelo zahtevna označena pot;B/C;936;1025;Triglav 1:25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;280982;71;282;https://www.hribi.net/izlet/vrsic_prisank___prisojnik_kopiscarjeva_pot/1/18/191
18;190;Vršič (1611 m);46,43360°N 13,74350°E;Prisank / Prisojnik (2547 m);Slovenska pot;3 h 30 min;4,43 km;zahtevna označena pot;;936;1000;Triglav 1:25.000;čelada;čelada, cepin, dereze;236370;54;125;https://www.hribi.net/izlet/vrsic_prisank___prisojnik_slovenska_pot/1/18/190
18;189;Vršič (1611 m);46,43360°N 13,74350°E;Prisank / Prisojnik (2547 m);Grebenska pot;3 h 30 min;4,36 km;zelo zahtevna označena pot;;936;1000;TNP 1 : 50.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;130245;64;80;https://www.hribi.net/izlet/vrsic_prisank___prisojnik_grebenska_pot/1/18/189
18;2283;Koča na Gozdu (1226 m);46,43990°N 13,76240°E;Prisank / Prisojnik (2547 m);Hanzova pot;5 h;3,99 km;zelo zahtevna označena pot;B/C;1321;1350;TNP 1:50.000;čelada, komplet za samovarovanje, cepin, dereze;čelada, komplet za samovarovanje, cepin, dereze;124149;79;164;https://www.hribi.net/izlet/koca_na_gozdu_prisank___prisojnik_hanzova_pot/1/18/2283
18;1838;Vršič (1611 m);46,43360°N 13,74350°E;Prisank / Prisojnik (2547 m);Jubilejna pot;6 h;8,23 km;zelo zahtevna označena pot;;936;1350;Triglav 1 : 25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;73498;67;52;https://www.hribi.net/izlet/vrsic_prisank___prisojnik_jubilejna_pot/1/18/1838
18;6112;Erjavčeva koča na Vršiču (1525 m);46,43910°N 13,74830°E;Prisank / Prisojnik (2547 m);Slovenska pot;3 h 45 min;5,20 km;zahtevna označena pot;;1022;1035;Kranjska Gora 1:30.000;čelada;čelada, cepin, dereze;22290;50;2;https://www.hribi.net/izlet/erjavceva_koca_na_vrsicu_prisank___prisojnik_slovenska_pot/1/18/6112
18;6110;Erjavčeva koča na Vršiču (1525 m);46,43910°N 13,74830°E;Prisank / Prisojnik (2547 m);Kopiščarjeva pot;4 h;3,88 km;zelo zahtevna označena pot;B/C;1022;1035;Kranjska Gora 1:30.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;17170;70;7;https://www.hribi.net/izlet/erjavceva_koca_na_vrsicu_prisank___prisojnik_kopiscarjeva_pot/1/18/6110
18;6111;Erjavčeva koča na Vršiču (1525 m);46,43910°N 13,74830°E;Prisank / Prisojnik (2547 m);grebenska pot;3 h 45 min;5,13 km;zelo zahtevna označena pot;;1022;1035;Kranjska Gora 1:30.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;8550;60;3;https://www.hribi.net/izlet/erjavceva_koca_na_vrsicu_prisank___prisojnik_grebenska_pot/1/18/6111
18;6115;Vršič (1611 m);46,43360°N 13,74350°E;Prisank / Prisojnik (2547 m);čez Kajzljevo škrbino;4 h 30 min;5,44 km;zelo zahtevna označena pot;;936;1085;Kranjska Gora 1:30.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;8050;67;5;https://www.hribi.net/izlet/vrsic_prisank___prisojnik_cez_kajzljevo_skrbino/1/18/6115
18;6114;Erjavčeva koča na Vršiču (1525 m);46,43910°N 13,74830°E;Prisank / Prisojnik (2547 m);Jubilejna pot;6 h 15 min;8,98 km;zelo zahtevna označena pot;B/C;1022;1365;Kranjska Gora 1:30.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;6880;80;0;https://www.hribi.net/izlet/erjavceva_koca_na_vrsicu_prisank___prisojnik_jubilejna_pot/1/18/6114
18;6113;Erjavčeva koča na Vršiču (1525 m);46,43910°N 13,74830°E;Prisank / Prisojnik (2547 m);čez Kajzljevo škrbino;5 h;6,19 km;zelo zahtevna označena pot;;1022;1100;Kranjska Gora 1:30.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;4760;63;1;https://www.hribi.net/izlet/erjavceva_koca_na_vrsicu_prisank___prisojnik_cez_kajzljevo_skrbino/1/18/6113
19;192;Aljažev dom v Vratih (987 m);46,41280°N 13,84660°E;Rogljica (2547 m);zahodna pot;5 h 20 min;;zelo zahtevno brezpotje;;1560;1580;Triglav 1 : 25.000;čelada;čelada, cepin, dereze;14572;45;0;https://www.hribi.net/izlet/aljazev_dom_v_vratih_rogljica_zahodna_pot/1/19/192
22;193;Poldov rovt (Vrata) (941 m);46,42160°N 13,86289°E;Dovški križ (2542 m);mimo bivaka;5 h 30 min;4,07 km;zelo zahtevna neoznačena steza;;1601;1601;Triglav 1 : 25.000;čelada;čelada, cepin, dereze;39811;40;18;https://www.hribi.net/izlet/poldov_rovt_vrata_dovski_kriz_mimo_bivaka/1/22/193
22;1781;Poldov rovt (Vrata) (941 m);46,42160°N 13,86289°E;Dovški križ (2542 m);čez Brinje;5 h 45 min;4,29 km;zelo zahtevna neoznačena steza;;1601;1601;Triglav 1 : 25.000;čelada;čelada, cepin, dereze;18103;40;8;https://www.hribi.net/izlet/poldov_rovt_vrata_dovski_kriz_cez_brinje/1/22/1781
23;201;Dolina Krma (944 m);46,38510°N 13,90710°E;Triglavski dom na Kredarici (2515 m);;5 h;8,38 km;lahka označena pot;;1571;1575;Triglav 1:25.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;140486;51;112;https://www.hribi.net/izlet/dolina_krma_triglavski_dom_na_kredarici/1/23/201
23;1097;Rudno polje (1347 m);46,34580°N 13,92360°E;Triglavski dom na Kredarici (2515 m);;5 h 25 min;11,70 km;zahtevna označena pot;;1168;1380;Triglav 1:25.000;čelada;čelada, cepin, dereze;38062;96;1;https://www.hribi.net/izlet/rudno_polje_triglavski_dom_na_kredarici/1/23/1097
23;198;Aljažev dom v Vratih (987 m);46,41280°N 13,84660°E;Triglavski dom na Kredarici (2515 m);Tominškova pot;4 h 55 min;5,35 km;zelo zahtevna označena pot;;1528;1528;Triglav 1 : 25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;32441;28;5;https://www.hribi.net/izlet/aljazev_dom_v_vratih_triglavski_dom_na_kredarici_tominskova_pot/1/23/198
23;199;Aljažev dom v Vratih (987 m);46,41280°N 13,84660°E;Triglavski dom na Kredarici (2515 m);čez Prag;5 h;7,02 km;zelo zahtevna označena pot;;1528;1530;Triglav 1 : 25.000;čelada, komplet za samovarovanje;čelada, komplet za samovarovanje, cepin, dereze;28556;33;8;https://www.hribi.net/izlet/aljazev_dom_v_vratih_triglavski_dom_na_kredarici_cez_prag/1/23/199
23;202;Konec ceste na Pokljuki (1312 m);46,33860°N 13,90450°E;Triglavski dom na Kredarici (2515 m);;5 h;10,93 km;zahtevna označena pot;;1203;1375;Triglav 1:25.000;čelada;čelada, cepin, dereze;26197;77;2;https://www.hribi.net/izlet/konec_ceste_na_pokljuki_triglavski_dom_na_kredarici/1/23/202
23;200;Dolina Kot (950 m);46,41570°N 13,89770°E;Triglavski dom na Kredarici (2515 m);;5 h 10 min;7,35 km;zahtevna označena pot;;1565;1650;Triglav 1:25.000;čelada;čelada, cepin, dereze;23892;66;8;https://www.hribi.net/izlet/dolina_kot_triglavski_dom_na_kredarici/1/23/200
